Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Storage_Capacity(GB),Operating_System,Display_Size(Inches),Display_Resolution,Extracted_Rating,Laptop_Dimensions,Stock,Time_Of_Extraction,URL,Source,Laptop_Weight(Pounds),RAM(GB),Battery_Life(Hours_Upto),Price,No_Of_Reviews
Lenovo,14IAU7,14IAU7,Intel,Core i3,SSD,512,Windows 11 Home,14.0,1920 x 1080 Pixel,4.3,12.76 x 8.49 x 0.78 inches,Yes,2024-11-04 17:01:16,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-14iau7-thin-light-laptop/p/itm995400ebd2c26?pid=COMH26TMFRYKCE4B&lid=LSTCOMH26TMFRYKCE4BGZG5RK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_585&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMH26TMFRYKCE4B.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.15,8,,418.8,263.0
DELL,XPS 13,9370,Intel,Core i7,SSD,512,Windows 10 Home,,1920 x 1080 Pixel,1.7,11.89 x 7.83 x 0.46 inches,Yes,2024-11-04 17:01:19,https://www.flipkart.com/dell-xps-13-intel-core-i7-8th-gen-8550u-16-gb-512-gb-ssd-windows-10-home-9370-thin-light-laptop/p/itm84f7344355f99?pid=COMF7AQAY7FVCX5Z&lid=LSTCOMF7AQAY7FVCX5ZXCACBN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_586&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMF7AQAY7FVCX5Z.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,,16,,1127.88,3.0
Lenovo,ThinkBook 16 G6,ThinkBook 16 G6 IRL 5,Intel,Core i3,SSD,512,Windows 11 Home,16.0,1920 x 1200 Pixel,4.3,14.02 x 9.98 x 0.69 inches,Yes,2024-11-04 17:01:22,https://www.flipkart.com/lenovo-thinkbook-16-g6-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-irl-5-thin-light-laptop/p/itmd7e1aca8d63e9?pid=COMGZGWUG25DHHWB&lid=LSTCOMGZGWUG25DHHWBIJL9SN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_587&otracker=browse&fm=organic&iid=en_nwueLic8Lc5BdMJhb1-VArUbPxEIXQGbt-1lbxUY3Bqhn2WVenhOcCkw7mV0JKaez_8cF9HsOQSiLOd1Mkz5NvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.75,8,9.15,455.88,150.0
SAMSUNG,Galaxy Book2 Pro,NP930XED-KB3IN,Intel,Core i5,SSD,512,Windows 11 Home,13.3,1920 x 1080 Pixel,4.5,11.98 x 7.87 x 0.45 inches,Yes,2024-11-04 17:01:25,https://www.flipkart.com/samsung-galaxy-book2-pro-evo-amoled-intel-core-i5-12th-gen-1240p-16-gb-512-gb-ssd-windows-11-home-np930xed-kb3in-thin-light-laptop/p/itmadaca4430ea2a?pid=COMGQFHY5EXJSPZ4&lid=LSTCOMGQFHY5EXJSPZ4PHFJ32&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_588&otracker=browse&fm=organic&iid=en_nwueLic8Lc5BdMJhb1-VArUbPxEIXQGbt-1lbxUY3BoMIZ2kU2zpyTBOU4w3Cf6VqUM0Ca51BKpBEuJsTMyy3onfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,1.92,16,,1115.88,1983.0
Apple,MacBook Air,MRXW3HN/A,Apple,M3,SSD,512,macOS Sonoma,13.0,2560 x 1664 Pixel,4.6,11.97 x 8.46 x 0.44 inches,Yes,2024-11-04 17:01:28,https://www.flipkart.com/apple-macbook-air-m3-8-gb-512-gb-ssd-macos-sonoma-mrxw3hn-a/p/itmb1aa0cc739560?pid=COMGYP5GWNZHN8FC&lid=LSTCOMGYP5GWNZHN8FC7B0XN8&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_589&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMGYP5GWNZHN8FC.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,2.73,8,18.0,1522.68,439.0
Lenovo,Slim 6,14IRH8,Intel,Core i5,SSD,2048,Windows 11 Home,,1920 x 1200 Pixels,4.2,12.28 x 8.7 x 0.59 inches,Yes,2024-11-04 17:01:31,https://www.flipkart.com/lenovo-yoga-intel-core-i5-13th-gen-13500h-16-gb-1-tb-ssd-windows-11-home-14irh8-thin-light-laptop/p/itm2791500752f83?pid=COMHYZZHAG49RY2F&lid=LSTCOMHYZZHAG49RY2F8IO2IL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_590&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMHYZZHAG49RY2F.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,,16,,950.28,
HP,15s-fy5002TU,15s-fy5002TU,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.2,14.09 x 9.53 x 0.7 inches,Yes,2024-11-04 17:01:34,https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_591&otracker=browse&fm=organic&iid=en_nwueLic8Lc5BdMJhb1-VArUbPxEIXQGbt-1lbxUY3BrvsKIQSoLkhWzCdmKZaDj6kadDimhzS61wlIbvNMD3FvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.73,8,,599.88,4726.0
Acer,A325-42,A325-42,AMD,Ryzen 5 Hexa Core,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.2,14.2 x 9.97 x 0.76 inches,Yes,2024-11-04 17:01:37,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-5-hexa-core-7430u-16-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmd22baec179aa3?pid=COMH397XW36HUXB8&lid=LSTCOMH397XW36HUXB8LCSOPU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_592&otracker=browse&fm=organic&iid=en_nwueLic8Lc5BdMJhb1-VArUbPxEIXQGbt-1lbxUY3Brs4_EVk5MCEgvOdHTR_lVZPqUJwHdjpLeNrf7H7_0VP_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.95,16,,443.88,733.0
HP,15s- fq3066TU,15s- fq3066TU,Intel,Celeron Dual Core,SSD,512,Windows 11 Home,,1920 x 1080 Pixel,3.8,14.09 x 9.53 x 0.7 inches,Yes,2024-11-04 17:01:41,https://www.flipkart.com/hp-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-15s-fq3066tu-thin-light-laptop/p/itm973a47e6377c8?pid=COMGSB2RFTGDGBTF&lid=LSTCOMGSB2RFTGDGBTFIUOLCD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_593&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMGSB2RFTGDGBTF.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.73,8,,334.8,941.0
DELL,INSPIRON 3520,Inspiron 3520 / D560871WIN9B,Intel,Core i5,SSD,512,Windows 11 Home,,1920x 1080 pixel,3.9,,Yes,2024-11-04 17:01:44,https://www.flipkart.com/dell-core-i5-intel-12th-gen-8-gb-512-gb-ssd-windows-11-home-inspiron-3520-d560871win9b-laptop/p/itma9270c008218f?pid=COMGPC5U8TZ9QPWW&lid=LSTCOMGPC5U8TZ9QPWWMSON22&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_594&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMGPC5U8TZ9QPWW.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,,8,7.0,557.88,50.0
HP,PROBOOK,PROBOOK RYZEN 7 5800U,AMD,Ryzen 7 Octa Core,SSD,512,Windows 11 Home,,1920 x 1080 pixel,4.4,,Yes,2024-11-04 17:01:47,https://www.flipkart.com/hp-amd-ryzen-7-octa-core-8-gb-512-gb-ssd-windows-11-home-probook-5800u-thin-light-laptop/p/itm5885e18a7fa06?pid=COMGP3FAGGGSUPEZ&lid=LSTCOMGP3FAGGGSUPEZYSNERU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_595&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMGP3FAGGGSUPEZ.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,,8,,599.99,8.0
HP,14-fc0078TU,14-fc0078TU,Intel,Core Ultra 5,SSD,512,Windows 11 Home,,2880 x 1800 Pixel,4.8,12.36 x 8.94 x 0.69 inches,Yes,2024-11-04 17:01:51,https://www.flipkart.com/hp-envy-ai-pc-intel-core-ultra-5-125u-16-gb-512-gb-ssd-windows-11-home-14-fc0078tu-thin-light-laptop/p/itma4a95464cf19e?pid=COMGYFMD6WH5KZB7&lid=LSTCOMGYFMD6WH5KZB7RWIHOG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_596&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMGYFMD6WH5KZB7.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.17,16,,1223.88,16.0
HP,15s-eq2143au,15s-eq2143au,AMD,Ryzen 3 Quad Core,SSD,512,Windows 11 Home,,1920 x 1080 pixel,4.2,14.09 x 9.53 x 0.7 inches,Yes,2024-11-04 17:01:54,https://www.flipkart.com/hp-15s-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2143au-thin-light-laptop/p/itm59e288d010cef?pid=COMGAX8EEYFKCESS&lid=LSTCOMGAX8EEYFKCESS83R2QP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_597&otracker=browse&fm=organic&iid=en_nwueLic8Lc5BdMJhb1-VArUbPxEIXQGbt-1lbxUY3BrLWcjq24bbKDMsRttswGhQPIaw24rjHuJ5hdlEO1hV1_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,,8,9.0,383.88,5233.0
ASUS,X1502ZA-EJ953WS,X1502ZA-EJ953WS,Intel,Core i3,SSD,2048,Windows 11 Home,15.6,1920 x 1080 Pixel,4.3,,Yes,2024-11-04 17:01:57,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1502za-ej953ws-thin-light-laptop/p/itm3b11f9400fcd8?pid=COMGZKHQ8BXZFBUT&lid=LSTCOMGZKHQ8BXZFBUTEXWMPL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_598&otracker=browse&fm=organic&iid=en_nwueLic8Lc5BdMJhb1-VArUbPxEIXQGbt-1lbxUY3Br_UwttiLHL00BWYHDRXi_CBx5VofyJluWs5j7gSTuAwaV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,,8,,383.88,8030.0
Lenovo,14IMH9,14IMH9,Intel,Core Ultra 7,SSD,2048,Windows 11 Home,,1920 x 1200 Pixel,4.2,12.28 x 8.7 x 0.59 inches,Yes,2024-11-04 17:02:02,https://www.flipkart.com/lenovo-yoga-slim-7-wuxga-oled-ai-pc-intel-core-ultra-155h-32-gb-1-tb-ssd-windows-11-home-14imh9-thin-light-laptop/p/itm77304edff3814?pid=COMGXMY5HUH8RERC&lid=LSTCOMGXMY5HUH8RERC4SUBQX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_599&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMGXMY5HUH8RERC.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.06,32,,1298.28,9.0
DELL,Vostro 3530,Vostro 3530,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.1,14.09 x 9.25 x 0.67 inches,Yes,2024-11-04 17:02:05,https://www.flipkart.com/dell-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-vostro-3530-thin-light-laptop/p/itm004d57924c22f?pid=COMHF2JYNVUNJ4NM&lid=LSTCOMHF2JYNVUNJ4NMCGOIMG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_25_600&otracker=browse&fm=organic&iid=dfde9c7d-84c2-44bc-9ede-b0891400da64.COMHF2JYNVUNJ4NM.SEARCH&ppt=None&ppn=None&ssid=ocu3m403i80000001730660352602,Flipkart,3.66,16,7.0,674.39,19.0
Acer,SFG14-71-58UB,SFG14-71-58UB,Intel,Core i5,SSD,512,Windows 11 Home,14.0,2880 x 1800 Pixel,4.3,12.32 x 8.58 x 0.59 inches,Yes,2024-11-04 17:02:08,https://www.flipkart.com/acer-swift-go-14-evo-oled-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-sfg14-71-58ub-thin-light-laptop/p/itm0a080194d6dd1?pid=COMGZKGGAHZBA3WY&lid=LSTCOMGZKGGAHZBA3WYWOBYJC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_601&otracker=browse&fm=organic&iid=en_s4cn208ZU0bUSMGT_DKYpbcKpLrpjTq5WbOItKafd7TMmZihR9yfMFlFQq4fGD6ch4gI86yua2BNCGPzsiqR104IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,2.76,16,,659.88,4251.0
ASUS,S3402ZA-KM501WS,S3402ZA-KM501WS,Intel,Core i5,SSD,512,Windows 11 Home,14.0,2880 x 1800 Pixels,4.4,12.46 x 8.84 x 0.74 inches,Yes,2024-11-04 17:02:11,https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itm635eb6df61d1c?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_602&otracker=browse&fm=organic&iid=en_s4cn208ZU0bUSMGT_DKYpbcKpLrpjTq5WbOItKafd7T9IViudRSrgselYViOfdA3a-gR24cMj8STGHW9Vj_vYoQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,3.31,16,,743.88,4489.0
Lenovo,14IMH9,14IMH9,Intel,Core Ultra 7,SSD,2048,Windows 11 Home,,1920 x 1200 Pixel,4.2,12.28 x 8.7 x 0.59 inches,Yes,2024-11-04 17:02:14,https://www.flipkart.com/lenovo-yoga-slim-7-wuxga-oled-ai-pc-intel-core-ultra-155h-32-gb-1-tb-ssd-windows-11-home-14imh9-thin-light-laptop/p/itm77304edff3814?pid=COMGXMY5HUH8RERC&lid=LSTCOMGXMY5HUH8RERC4SUBQX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_603&otracker=browse&fm=organic&iid=653caae5-9d57-4216-918e-2240328af0e7.COMGXMY5HUH8RERC.SEARCH&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,3.06,32,,1298.28,9.0
Lenovo,V15 G3 IAP,V15,Intel,Core i3,SSD,512,DOS,,1080 * 1920 pixel,4.0,,Yes,2024-11-04 17:02:17,https://www.flipkart.com/lenovo-v15-intel-core-i3-12th-gen-8-gb-512-gb-ssd-dos-512-mb-graphics-laptop/p/itmdf5d7982327f6?pid=COMGP8Y9EBAZXYFK&lid=LSTCOMGP8Y9EBAZXYFKIIYAAD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_604&otracker=browse&fm=organic&iid=653caae5-9d57-4216-918e-2240328af0e7.COMGP8Y9EBAZXYFK.SEARCH&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,,8,,371.99,57.0
DELL,Inspiron 5430,IN5430NH6KJM01ORS1,Intel,Core i5,SSD,2048,Windows 11 Home,,1920 x 1200 pixel,3.9,,Yes,2024-11-04 17:02:21,https://www.flipkart.com/dell-intel-core-i5-13th-gen-8-gb-1-tb-ssd-windows-11-home-in5430nh6kjm01ors1-thin-light-laptop/p/itm8c9112b63eaf8?pid=COMGS7QDGWGQ5DDP&lid=LSTCOMGS7QDGWGQ5DDPSKNXYQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_605&otracker=browse&fm=organic&iid=653caae5-9d57-4216-918e-2240328af0e7.COMGS7QDGWGQ5DDP.SEARCH&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,,8,8.0,716.88,131.0
ASUS,Chromebook Touch,C423NA-BZ0522,Intel,Celeron Dual Core,eMMC,64,Chrome,,1366 x 768 Pixels,3.9,12.68 x 8.98 x 0.63 inches,Yes,2024-11-04 17:02:24,https://www.flipkart.com/asus-chromebook-touch-intel-celeron-dual-core-n3350-4-gb-64-gb-emmc-storage-chrome-os-c423na-bz0522-laptop/p/itm69d7310a5c200?pid=COMG49CZDAJFHBZG&lid=LSTCOMG49CZDAJFHBZG2U5YGX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_606&otracker=browse&fm=organic&iid=653caae5-9d57-4216-918e-2240328af0e7.COMG49CZDAJFHBZG.SEARCH&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,2.95,4,,251.88,1494.0
ASUS,S3402ZA-LY542WS,S3402ZA-LY542WS,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1200 Pixel,4.3,,Yes,2024-11-04 17:02:27,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-ly542ws-thin-light-laptop/p/itmfee55947a37e1?pid=COMGNY4VRQEC4XHH&lid=LSTCOMGNY4VRQEC4XHHDXXYGU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_607&otracker=browse&fm=organic&iid=en_s4cn208ZU0bUSMGT_DKYpbcKpLrpjTq5WbOItKafd7TYjvIU6OvLhs-02_VcD0zlF6MxG-STFsX14ZjxJ3lrO0Ksf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,3.31,16,,683.88,2140.0
ASUS,S3402ZA-LY522WS,S3402ZA-LY522WS,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1200 Pixel,4.3,,Yes,2024-11-04 17:02:31,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-8-gb-512-gb-ssd-windows-11-home-s3402za-ly522ws-thin-light-laptop/p/itm3158ed9290840?pid=COMGNY4VWHZKRSHT&lid=LSTCOMGNY4VWHZKRSHTLHINGA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_608&otracker=browse&fm=organic&iid=en_s4cn208ZU0bUSMGT_DKYpbcKpLrpjTq5WbOItKafd7ReCnG93KQMFWgscK_y3Vyq9Wy-xiq_iFsaDu41TzXmfeo15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,3.31,8,,755.88,2140.0
Lenovo,14ALC7,14ALC7,AMD,Ryzen 7 Octa Core,SSD,512,Windows 11 Home,,1920 x 1080 Pixel,4.1,12.33 x 8.85 x 0.7 inches,Yes,2024-11-04 17:02:34,https://www.flipkart.com/lenovo-ideapad-flex-5-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-14alc7-2-1-laptop/p/itm2f1a3e5894b64?pid=COMGHA9RHGKVKFZD&lid=LSTCOMGHA9RHGKVKFZDCGHLA6&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_609&otracker=browse&fm=organic&iid=653caae5-9d57-4216-918e-2240328af0e7.COMGHA9RHGKVKFZD.SEARCH&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,3.42,16,9.0,785.88,62.0
DELL,INSPIRON 3520,New Inspiron,Intel,Core i3,HDD,8,Windows 11 Home,,1920x 1080 pixel,4.4,14.09 x 9.25 x 0.83 inches,Yes,2024-11-04 17:02:37,https://www.flipkart.com/dell-i3-12th-gen-intel-core-11th-1215u-8-gb-512-gb-ssd-8-emmc-storage-windows-11-home-new-inspiron-notebook/p/itmfe4d53e3fe0f8?pid=COMGPA3GSAKZBWQW&lid=LSTCOMGPA3GSAKZBWQW8NXFYE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_610&otracker=browse&fm=organic&iid=653caae5-9d57-4216-918e-2240328af0e7.COMGPA3GSAKZBWQW.SEARCH&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,,8,7.0,419.88,
HP,15s-fy5003TU,15s-fy5003TU,Intel,Core i3,SSD,512,Windows 11 Home,,1920 x 1080 Pixel,4.3,,Yes,2024-11-04 17:02:41,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itmbb21e864fb30c?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_611&otracker=browse&fm=organic&iid=en_s4cn208ZU0bUSMGT_DKYpbcKpLrpjTq5WbOItKafd7QWN6x2zLW0aX8O_ENJ29Y3EFCD-LyS_V07DU4rWFmQZfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,3.73,8,,455.88,5515.0
SAMSUNG,NP750XGJ-LG4IN,NP750XGJ-LG4IN,Intel,Core i3,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.5,14.04 x 9.02 x 0.61 inches,Yes,2024-11-04 17:02:44,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_612&otracker=browse&fm=organic&iid=en_s4cn208ZU0bUSMGT_DKYpbcKpLrpjTq5WbOItKafd7RuKeo54qJXX1flofHpGKDeDJNVxCh7S4sNVFps2ot9PvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,3.42,8,,455.88,739.0
HP,eu0556TU,14-eu0556TU,Intel,Core Ultra 7,SSD,2048,Windows 11 Home,14.0,2880 x 1800 Pixel,5.0,11.73 x 8.67 x 0.63 inches,Yes,2024-11-04 17:02:47,https://www.flipkart.com/hp-spectre-x360-ai-pc-intel-core-ultra-7-155h-32-gb-1-tb-ssd-windows-11-home-14-eu0556tu-2-1-laptop/p/itmbf9114f28da26?pid=COMGWVBBGGY4FSZP&lid=LSTCOMGWVBBGGY4FSZPBIBGAL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_613&otracker=browse&fm=organic&iid=653caae5-9d57-4216-918e-2240328af0e7.COMGWVBBGGY4FSZP.SEARCH&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,2.95,32,,1967.88,2.0
DELL,Vostro 3530,Vostro 3530,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,3.8,14.09 x 9.25 x 0.67 inches,Yes,2024-11-04 17:02:51,https://www.flipkart.com/dell-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-vostro-3530-thin-light-laptop/p/itm79cd6c99191e5?pid=COMHF2JYJXYG7J5T&lid=LSTCOMHF2JYJXYG7J5TKX7GPP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_614&otracker=browse&fm=organic&iid=653caae5-9d57-4216-918e-2240328af0e7.COMHF2JYJXYG7J5T.SEARCH&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,3.66,8,7.0,587.88,16.0
ULTIMUS,NU14U3INT54BN-SG,NU14U3INT54BN-SG,Intel,Core i3,SSD,256,Windows 11 Home,14.1,1920 x 1080 Pixel,3.9,,Yes,2024-11-04 17:02:54,https://www.flipkart.com/ultimus-neo-intel-core-i3-10th-gen-1035g4-8-gb-256-gb-ssd-windows-11-home-nu14u3int54bn-sg-thin-light-laptop/p/itm784d0184eca56?pid=COMGRT5H4T2PZKQP&lid=LSTCOMGRT5H4T2PZKQPWEUPMA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_615&otracker=browse&fm=organic&iid=653caae5-9d57-4216-918e-2240328af0e7.COMGRT5H4T2PZKQP.SEARCH&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,,8,,239.88,
Lenovo,ThinkBook 16 G6,ThinkBook 16 G6 IRL 5,Intel,Core i3,SSD,512,Windows 11 Home,16.0,1920 x 1200 Pixel,4.3,14.02 x 9.98 x 0.69 inches,Yes,2024-11-04 17:02:59,https://www.flipkart.com/lenovo-thinkbook-16-g6-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-irl-5-thin-light-laptop/p/itmd7e1aca8d63e9?pid=COMGZGWUG25DHHWB&lid=LSTCOMGZGWUG25DHHWBIJL9SN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_617&otracker=browse&fm=organic&iid=en_s4cn208ZU0bUSMGT_DKYpbcKpLrpjTq5WbOItKafd7R0Kr-4bMyS9otOx5Kv4YfjGo_AWl61fRbNLqXp5Qhm8_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,3.75,8,9.15,455.88,150.0
ASUS,X1504ZA-NJ521WS|X1504ZA-NJ520WS|X1504ZA-NJ528WS,X1504ZA-NJ521WS|X1504ZA-NJ520WS|X1504ZA-NJ528WS,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.2,14.16 x 9.15 x 0.7 inches,Yes,2024-11-04 17:03:02,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-x1504za-nj528ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_26_618&otracker=browse&fm=organic&iid=en_s4cn208ZU0bUSMGT_DKYpbcKpLrpjTq5WbOItKafd7Rw1IJ5GkcQFVJz5jH2uxEzGkv1B444Ixc41ABy9a8sK_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=23lbhsk6uo0000001730660357055,Flipkart,3.75,8,,575.88,5020.0
