Laptop_Price,Laptop_Brand,Laptop_Colour,Laptop_Memory_GB,Laptop_Storage_GB,Laptop_Display_Size_in,Laptop_name,Laptop_Graphics,No_Of_Reviews,Rating_5,Processor_Company_Name,Storage_Type,Operating_System,Processor_Model
$849.99,Acer,Gray,16,512,14,Aspire 5,NVIDIA GeForce RTX 2050,1,5,Intel,SSD,Windows11, i5 - A514-56GM-5932
$499.99,ASUS,Blue,8,256,17.3,No Model,No Graphics,4,3,Intel,SSD,Windows11, Pentium with - F1704ZA-DS24
$298.85,HP,Gray,8,256,14,Refurbished,No Graphics,29,4.6,Intel,SSD,Windows11, Core i5 - 840 G3-31676
"$3,799.99",Acer,Black,16,2048,17,Predator Triton,No Graphics,10,3.5,Intel,SSD,Windows11, i9 - PTX17-71-98JY
$373.99,HP,Silver,16,256,14,Refurbished,No Graphics,1,2,Intel,SSD,Windows11, i7 - 15U.G5.i7.16.256
$999.99,Acer,Black,8,512PCIe,16,Nitro 16,No Graphics,6,3.7,AMD Ryzen,PCIe,Windows11, 5 7640HS - AN16-41-R148
"$1,799.99",Acer,Black,16,1024,16,Nitro 16,No Graphics,3,3.7,AMD Ryzen,PCIe,Windows11, 9 7940HS - AN16-41-R5KC
"$2,928.99",Dell,Gray,32,512,17.3,Precision,No Graphics,1,1,Intel,SSD,Windows11, Core i7 - 26DYG
$384.99,HP,Silver,16,256,14,Refurbished,No Graphics,6,3,Intel,SSD,Windows11, i7 - 15U.G6.i7.16.256
"$1,199.99",Acer,Gray,16,512,14,No Model,No Graphics,3,4.7,Intel,SSD,Windows11, Core i7 - SF314-71-75MW
$285.99,Lenovo,Black,16,256,14,Refurbished,No Graphics,6,2.2,Intel,SSD,Windows11, i5 8350U - T480.i5.16.256
"$1,559.99",Lenovo,Gray,16,512,14,ThinkPad,No Graphics,1,1,No Info,SSD,Windows11,No Info - 21HD002BUS
"$3,799.99",Razer,Black,32,1024,17.3,Blade,NVIDIA GeForce RTX 3070,14,4.1,Intel,SSD,Windows11, Core i9 - RZ09-0423QEF3-R3U1
$849.99,Acer,Silver,16,512,14,No Model,No Graphics,3,5,AMD Ryzen,SSD,Windows11, 5 5625U - SF314-44-R3ZM
$699.99,HP,Blue,16,1024,16,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 16-AF0925NR
"$1,599.99",Acer,Gray,16,1024,16,Swift X,No Graphics,2,3,AMD Ryzen,SSD,Windows11, 9 7940HS - SFX16-61G-R4J6
$479.99,ASUS,Black,8,512,15,Vivobook,Ryzen 7520U,0,0 Reviews,No Info,SSD,Windows11,No Info - E1504FA-AS52
$839.99,Dell,Other,16,256,14,Latitude 3000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - T7NMH
"$1,799.99",Acer,Black,16,1024,15.6,Predator Helios,No Graphics,1,5,Intel,SSD,Windows11, 12th Gen - PH315-55-79KT
$919.99,HP,Silver,12,512,15.6,No Model,NVIDIA GeForce RTX 4050,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 15-FA1010NR
"$1,629.99",Dell,Blue,16,256,14,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - Y8NNP
"$1,569.99",Dell,Gray,16,512,14,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 7KVJY
"$1,619.99",Dell,Gray,16,512,14,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - W6F5V
"$1,289.99",Dell,Gray,16,256,14,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - J56T1
"$1,439.99",Dell,Gray,16,512,14,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - HK9VF
"$1,899.99",Dell,Gray,32,512,14,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 7M9WG
"$1,229.99",Dell,Gray,16,512,14,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - WWMYN
$699.99,ASUS,Silver,16,1024,14,Vivobook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core 5 - F1704VAP-AS56
$499.99,HP,Silver,8,256,15.6,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i3 - 15-FD0023DX
$729.99,Dell,Other,8,256,15.6,Latitude 3000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - GCW0D
$639.99,Lenovo,Grey,8,256,16,ThinkBook,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - 21MW0001US
$195.99,Hyundai,Gray,4,512,14.1,No Model,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - HT14CCIC46EGH
"$2,349.99",MSI,Black,16,512,17.3,Creator 17,NVIDIA GeForce RTX 3060,2,4,Intel,SSD,Windows11, Core i7 - CREATOR1711471
"$1,819.99",Lenovo,Black,16,512,14,ThinkPad X1,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21KC00A8US
$989.99,Dell,Other,16,256,14,Latitude 3000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - 2CVY8
"$1,119.99",Dell,Gray,16,512,15.6,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - CN62X
"$1,239.99",Dell,Gray,16,256,15.6,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - K3CP1
"$1,459.99",Dell,Gray,16,512,15.6,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - PNPGM
"$1,259.99",Dell,Gray,16,256,15.6,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - GWDP8
$879.99,Lenovo,Grey,16,256,16,ThinkBook,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MS0065US
$769.99,Lenovo,Grey,16,256,14,ThinkBook 14 G7,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MR005QUS
"$2,649.99",Dell,Gray,32,1024,14,Precision,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - JJC7N
"$1,219.99",Dell,Gray,16,256,14,Precision,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 83CY2
$319.99,Lenovo,Gray,8,512,15.6,Ideapad,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 82QD00CJUS
$249.99,Lenovo,Blue,4,128,14,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Celeron N4020 - 82V6009NUS
"$2,159.99",Dell,Black,16,512,14,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - FD5K6
$729.99,ASUS,Black,8,512,14,No Model,No Graphics,6,3.7,AMD Ryzen,SSD,Windows11, 5 - TM420UADS52T
"$1,859.99",Lenovo,Black,16,512,14,ThinkPad X1,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21KC00A0US
$869.99,Dell,Gray,16,256,13.3,Latitude 3000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 3FJX3
"$1,389.99",Dell,Gray,16,256,14,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - VPWD0
"$1,579.99",Dell,Gray,16,512,14,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 29JKP
"$2,109.99",Dell,Gray,32,512,14,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - VPC7T
"$1,299.99",Dell,Gray,16,512,14,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 9W6F6
$579.99,Lenovo,Blue,16,256,15,No Model,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 7520U - 82VG00QFUS
$699.99,HP,Blue,8,512,16,Pavilion,AMD Radeon Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 8540U - 16-AG0010NR
"$1,899.99",Dell,Gray,32,1024,14,Precision,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - KP57V
$769.99,Lenovo,Grey,16,512,14,ThinkBook 14 G7,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 7 - 21MV000AUS
$829.99,Lenovo,Grey,16,512,16,ThinkBook,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - 21MW0002US
$819.99,Lenovo,Grey,16,512,14,ThinkBook 14 G7,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - 21MV0009US
"$2,199.99",Lenovo,Black,32,512,14,ThinkPad X1,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21KC00A7US
"$1,519.99",Lenovo,Black,16,256,16,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MN005LUS
"$1,799.99",ASUS,Black,16,512,13.4,No Model,NVIDIA GeForce RTX 3050,14,3.5,Intel,SSD,Windows11, Core i7 - GZ301ZC-PS73
"$2,179.99",Dell,Other,16,512,14,Latitude,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 970MW
$969.99,Lenovo,Grey,16,512,16,ThinkBook,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MS0066US
$819.99,Lenovo,Grey,16,512,16,ThinkBook,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MS0067US
$799.99,Lenovo,Grey,16,512,14,ThinkBook 14 G7,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MR005RUS
"$2,269.99",Dell,Other,16,512,14,Latitude,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 8KY5K
"$2,369.99",Dell,Other,32,512,14,Latitude,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - F47JT
"$1,729.99",Dell,Gray,16,512,14,Latitude 7000,No Graphics,0,0 Reviews,Snapdragon,SSD,Windows11, X Elite - YFK76
$735.99,HP,Silver,16,512,15.6,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 15-FD0835NR
$799.00,MSI,Black,16,512,14,No Model,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 7 - MOD1413261
"$1,669.99",Dell,Gray,16,512,14,Precision,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 7T7WH
"$1,719.99",HP,Silver,16,512,16,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 89D72UTABA
$869.99,Lenovo,Black,16,256,16,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MA0003US
$629.00,HP,Silver,8,256UFS,14,Chromebook,No Graphics,0,0 Reviews,Intel,UFS,Windows11, Core i3 - 14B-CD0023DX
$869.99,Lenovo,Black,16,256,14,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21M70006US
$919.99,Lenovo,Black,16,512,16,ThinkPad,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 7 - 21M5000JUS
$689.99,Lenovo,Black,8,256,16,ThinkPad,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - 21M5000HUS
"$1,029.99",Lenovo,Black,16,512,16,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MA0006US
"$1,439.99",Dell,Silver,16,256,13.3,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 423PD
"$1,489.99",Dell,Gray,16,512,15.6,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - HVMV3
"$1,309.99",Dell,Gray,16,512,13.3,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - P89N4
"$1,059.99",Dell,Gray,16,256,15.6,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - CT1GY
"$1,809.99",Lenovo,Black,32,512,14,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21ML0056US
"$1,429.99",Lenovo,Gray,16,512,14,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21ML0053US
$899.00,MSI,Silver,16,512,14,Prestige,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - PRE14H12629
"$2,697.99",Dell,Gray,32,1024,14,Precision,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 5PMVX
"$2,799.99",GIGABYTE,Black,32,2048,17,Gaming Laptop IPS,NVIDIA GeForce RTX 4080,0,0 Reviews,Intel,SSD,Windows11, i9 - AORUS 17X AXG-64US665SH
"$1,439.99",Lenovo,Black,16,512,16,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MN005MUS
"$1,899.99",Lenovo,Black,16,1024,16,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MN005GUS
$599.99,Lenovo,Blue,8,512,15.6,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 82QD00HMUS
"$2,269.99",Lenovo,Gray,16,512,14,ThinkPad X1,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21KE005UUS
"$2,099.99",Lenovo,Gray,16,512,14,ThinkPad X1,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21KE005PUS
$310.99,Dell,Black,16,256,12.5,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 6th Gen - 7280
"$3,549.99",Dell,Silver,32,2048,16.3,XPS,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - SBR1F
"$1,899.99",Dell,Gray,32,512,14,Latitude 7000,No Graphics,0,0 Reviews,Snapdragon,SSD,Windows11, X Elite - VYP9M
"$1,619.99",Dell,Gray,16,512,14,Latitude 7000,No Graphics,0,0 Reviews,Snapdragon,SSD,Windows11, X Plus - DV9KG
$560.99,HP,Black,16,512,13.3,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - Elite Dragonfly
"$1,739.99",Lenovo,Gray,16,512,14,ThinkPad T14s,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21LS004HUS
"$1,699.99",Dell,Gray,16,512,13.3,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - KFNFN
"$1,879.99",Lenovo,Black,32,512,14,ThinkPad T14s,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21LS0049US
"$1,519.99",GIGABYTE,Black,16,1024,15,Gaming Laptop IPS,NVIDIA GeForce RTX 4060,0,0 Reviews,Intel,SSD,Windows11, Ultra 7 - AORUS 15 BKG-13US754SH
"$1,799.99",GIGABYTE,Black,16,1024,17,Gaming Laptop IPS,NVIDIA GeForce RTX 4070,0,0 Reviews,Intel,SSD,Windows11, Ultra 7 - AORUS 17 BSG-13US654SH
"$1,579.99",Dell,Gray,16,256,16,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 2P5HR
"$1,909.99",Dell,Gray,16,512,16,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - K6MY7
"$2,339.99",Dell,Gray,32,512,14,Precision,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - X8G6W
$759.99,HP,Silver,16,256,16,ProBook,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - A1RM7UT#ABA
$287.50,Dell,Black,8,256,14,Latitude,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 6th Gen - 5480
"$3,399.99",ASUS,White,32,1024,16,ROG Zephyrus,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - GU605MY-XS96
"$1,149.99",Lenovo,Black,16,512,14,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21M70005US
"$1,019.99",Lenovo,Black,16,512,14,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21M70004US
"$1,019.99",Lenovo,Black,16,512,16,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MA0004US
"$1,735.99",HP,Black,16,1024,16,OMEN,NVIDIA GeForce RTX 4060,0,0 Reviews,Intel,SSD,Windows11, Core i7 - 16-U0010NR
$469.31,Lenovo,Black,16,512,14,Refurbished,Intel UHD Graphics 620,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - T490
"$1,699.00",MSI,Gray,32,1024,16,CreatorPro,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - CProM1614289
"$1,319.99",Lenovo,Gray,32,512,14,ThinkPad,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - 21MC000LUS
"$2,299.00",MSI,Gray,32,1024,16,CreatorPro,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - CProM1614288
"$2,799.99",ASUS,White,32,1024,16,ROG Zephyrus,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - GU605MZ-XS96
"$1,209.99",Lenovo,Grey,16,512,14,ThinkBook,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MX000GUS
$929.99,Lenovo,Grey,16,512,14,ThinkBook,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21MX0006US
$349.99,Samsung,Silver,4,128eMMC,14.0,Refurbished,No Graphics,5,2.8,No Info,eMMC,Windows11,No Info - GSRF NP340XLA-KA1US
$949.00,MSI,Black,16,1024,15.6,Modern 15,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - MOD1513885
$849.00,MSI,Black,16,1024,15.6,Modern 15,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - MOD1513886
"$4,299.99",GIGABYTE,Silver,32,2048,16,No Model,NVIDIA GeForce RTX 3080,13,3,Intel,SSD,Windows11, i9 - AERO 16 YE5-94US948HP
$559.99,HP,Silver,32,1024,15.6,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - 850 G6
"$1,899.00",MSI,Gray,32,2048,16,Prestige,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - PRE16EVO14048
"$2,099.00",MSI,Gray,32,1024,16,Prestige,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - PRE16STU14091
"$1,949.00",MSI,Gray,32,1024,14,Prestige,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - PRE14STU14029
"$1,649.00",MSI,Gray,32,1024,14,Prestige,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - PRE14EVO14048
$559.99,HP,Silver,32,1024,15.6,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - 850 G6
"$2,299.00",MSI,Gray,32,1024,16,Prestige,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - PRE16STU14090
$839.99,HP,Silver,16,256,14,ProBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - A1LC2UT#ABA
$989.99,HP,Silver,16,512,14,ProBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - A1LC3UT#ABA
"$1,239.99",HP,Silver,16,256,16,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - A6UC2UT#ABA
"$1,265.99",Dell,Black,16,2048,15.6,Precision,NVIDIA Quadro T1000,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - Precision 7550
$869.99,HP,Gray,16,512,16,ProBook,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 7 - A1RM8UT#ABA
$759.99,HP,Gray,16,256,14,ProBook,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - A1RM3UT#ABA
$869.99,HP,Gray,16,512,14,ProBook,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 7 - A1RM4UT#ABA
$659.99,HP,Gray,8,256,14,ProBook,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - A1RM1UT#ABA
$659.99,HP,Gray,8,256,16,ProBook,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - A1RM6UT#ABA
$979.99,Dell,Gray,16,256,13.3,Latitude 3000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 1TD24
"$1,149.00",MSI,Black,32,1024,15.6,Modern 15,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i9 - MOD15H13213
$915.99,HP,Silver,32,2048,14,EliteBook 840 G8,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 840 G8
$719.99,Dell,Black,32,512,14,Latitude,No Graphics,5,4.6,Intel,SSD,Windows11, 11th Gen - 7420
$359.99,HP,Silver,4,128eMMC,15.6,No Model,No Graphics,0,0 Reviews,Intel,eMMC,Windows11, N - A0MJ6UA#ABA
"$1,899.99",Alienware,Moon,32,1024,16.0,m16,NVIDIA GeForce RTX 4060,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - BBY-D99CMFX
"$1,549.99",Lenovo,Gray,16,512,16,Legion,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 7 8845HS - 83DH000PUS
"$1,019.99",HP,Gray,16,512,16,ProBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - A1LH5UT#ABA
$679.99,Microsoft,Platinum,8,128,13.5,Refurbished,No Graphics,5,3.6,Intel,SSD,Windows11, Core i5 - GSRF VGY-00001
$779.99,HP,Gray,8,256,16,ProBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - A1LD3UT#ABA
"$1,769.99",Dell,Gray,16,256,14,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - X1DJR
"$1,199.99",MSI,Gray,16,1024,13.3,Prestige,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - PRE13EVO14029
"$1,499.99",ASUS,White,32,1024,14,Zenbook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - UX5406SA-PH79T
"$2,069.00",MSI,Black,32,512,16,Summit,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - SUM16STU14036
"$2,169.00",MSI,Black,32,512,16,Summit,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - SUM16STU14037
"$1,619.99",Dell,Gray,16,512,14.5,XPS,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - P1FNF
"$1,049.99",HP,Silver,16,512,14,ProBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - A1LC4UT#ABA
$619.99,Dell,Silver,32,1024,14,Latitude,No Graphics,5,4.6,Intel,SSD,Windows11, 10th Gen - 5410
$889.99,HP,Silver,16,256,14,ProBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - A1ND8UT#ABA
$429.99,Acer,Black,8,128,11.6,TravelMate,No Graphics,0,0 Reviews,Intel,SSD,Windows11, with 8GB - NXVYZAA002
$409.99,Acer,Black,8,128,11.6,TravelMate,No Graphics,0,0 Reviews,Intel,SSD,Windows11, with 8GB - NXVYZAA004
$779.99,HP,Silver,8,256,15.6,ProBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 9E918ATABA
$883.99,MSI,Gray,16,512,14,Commercial 14 H A13MG,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - COM1413002
"$1,049.99",MSI,Gray,16,512,14,Commercial 14 H A13MG,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - COM14V13009
$559.99,HP,Silver,8,256,15.6,No Model,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - 7H3D6UAABA
$499.99,HP,Silver,8,256,15.6,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i3 - 8R873UA#ABA
"$1,019.99",HP,Gray,16,512,16,ProBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - A1LD9UT#ABA
$399.99,HP,Color,4,256,17.3,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Celeron with - 90H35UAABA
"$1,489.99",Dell,Gray,16,512,13.4,XPS,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 6F5CN
"$1,999.99",Dell,Platinum,16,1024,14.5,XPS,NVIDIA GeForce RTX 4050,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - XPS9440-7816SLV-PUS
"$1,339.99",Dell,Gray,16,256,13.3,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - WXR37
"$1,899.99",Dell,Gray,32,512,13.3,Latitude 5000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - HWFV4
"$1,149.99",MSI,Gray,32,1024,14,Commercial 14 H A13MG,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - COM14V13008
"$1,115.99",MSI,Gray,32,1024,14,Commercial 14 H A13MG,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - COM1413003
$419.99,Dell,Black,32,512,14,Latitude,No Graphics,3,4.7,Intel,SSD,Windows11, 8th Gen - 7490
"$2,009.99",Dell,Gray,16,512,13.3,Latitude 7000,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 7MFW6
"$5,049.99",MSI,Black,16,512,18,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 14th Gen - TITAN18HX14036
"$1,399.00",MSI,Black,16,512,15.6,Pulse,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 13th Gen - PULSE15132047
$585.99,HP,Silver,32,1024,14,Refurbished,No Graphics,3,5,Intel,SSD,Windows11, 10th Gen - 840 G7
$890.99,Dell,Silver,32,1024,15.6,Precision,NVIDIA Quadro T1000,5,4.8,Intel,SSD,Windows11, 9th Gen - Precision 5540
"$2,099.99",MSI,Gray,16,1024,16,Vector,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i9 - VECTOR16HX13478
$399.99,Dell,Black,16,256,14,Latitude,Intel UHD Graphics 620,2,4.5,Intel,SSD,Windows11, 8th Gen - 7400
"$3,299.99",MSI,Gray,32,1024,16,Vector,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i9 - VECTOR16HX14479
"$1,599.00",Dell,Black,16,2048,17.3,Precision,No Graphics,2,4,Intel,SSD,Windows11, 10th Gen - Precision 7750
$579.99,Dell,Black,32,1024,14,Latitude,No Graphics,1,5,Intel,SSD,Windows11, 9th Gen - 5401
"$1,593.99",Lenovo,Black,16,512,14,ThinkPad,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - 21HF000AUS
$549.99,Dell,Black,32,512,14,Latitude,No Graphics,1,5,Intel,SSD,Windows11, 9th Gen - 5401
"$1,099.00",MSI,Black,16,512,15.6,Cyborg,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 13th Gen - CYBORG15131095
$709.99,Lenovo,Black,16,512,15.6,Refurbished,Intel Iris Xe Graphics,2,5,Intel,SSD,Windows11, 12th Gen - V15 G3 IAP
"$1,399.99",MSI,Black,16,512,16,Summit,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - SUM16EVO14019
$719.99,Microsoft,Platinum,4,128,13.5,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - GSRF D9P-00001
$449.99,HP,Black,8,256,15.6,No Model,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 3 - A41F1UA#ABA
$764.77,Dell,Gray,32,2048,15.6,Latitude,Intel UHD Graphics 620,2,5,Intel,SSD,Windows11, 8th Gen - 5500
