Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),No_Of_Reviews,Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),RAM(GB),Display_Size(Inches),Laptop_Weight(Pounds),Laptop_Dimensions
Microsoft,Geek Squad Certified Refurbished Surface Book 3 - Intel Core i7 - 32GB - NVIDIA GeForce GTX 1660 Ti Max-Q - 1TB SSD,GSRF SMV-00001,Intel,Intel 10th Generation Core i7,SSD,Windows 10 Home,3240 x 2160,1.0,10.5,(1 Review),2399.99,No,2024-11-02 21:39:19,https://www.bestbuy.com/site/microsoft-geek-squad-certified-refurbished-surface-book-3-intel-core-i7-32gb-nvidia-geforce-gtx-1660-ti-max-q-1tb-ssd-platinum/6463495.p?skuId=6463495,BestBuy,1000,32,15.0,4.2,0.57 x 13.5 x 9.87 inches
Dell,"Latitude 7490 Refurbished Laptop -  Intel I5-8350U 1.7GHZ, 16GB RAM, 256GB SSD HD, Webcam, W10P-64",7490.i5.16.256,Intel,Intel 8th Generation Core i5,SSD,Windows 10 Pro,1366 x 768 (HD),3.0,,(7 Reviews),291.49,yes,2024-11-02 21:39:25,https://www.bestbuy.com/site/dell-latitude-7490-refurbished-laptop-intel-i5-8350u-1-7ghz-16gb-ram-256gb-ssd-hd-webcam-w10p-64-black/6567250.p?skuId=6567250,BestBuy,256,16,14.0,3.11,
Thomson,"Geek Squad Certified Refurbished NEO 10.1"" Laptop - Intel Atom - 4GB Memory - 64GB eMMC",GSRF WWNEO10A4BK64,Intel,Intel Atom,eMMC,Windows 10 Home,1024 x 600 (WSVGA),,,Be the first to write a review,152.99,No,2024-11-02 21:39:30,https://www.bestbuy.com/site/thomson-geek-squad-certified-refurbished-neo-10-1-laptop-intel-atom-4gb-memory-64gb-emmc-black/6423814.p?skuId=6423814,BestBuy,64,4,10.1,1.98,0.6 x 11 x 7.28 inches
Lenovo,"ThinkPad X1 Carbon Gen 11 14"" Touch-screen Laptop- i5 with 16GB memory- 256GB SSD",21HM000GUS,Intel,Intel 13th Generation Core i5,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),4.0,,(1 Review),1599.99,No,2024-11-02 21:39:34,https://www.bestbuy.com/site/lenovo-thinkpad-x1-carbon-gen-11-14-touch-screen-laptop-i5-with-16gb-memory-256gb-ssd-black/6550054.p?skuId=6550054,BestBuy,256,16,14.0,2.48,12.43 x 0.6 x 8.76 inches
Microsoft,GSRF Surface Laptop 4 - 13.5” Touch-Screen – AMD Ryzen 5 Surface Edition – 16GB Memory - 256GB Solid State Drive,GSRF 7IP-00051/7IP-00124,AMD,AMD Ryzen 5 Microsoft Surface Edition,SSD,Windows 11 Home,2256 x 1504,,19.0,Be the first to write a review,859.99,No,2024-11-02 21:39:40,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-4-13-5-touch-screen-amd-ryzen-5-surface-edition-16gb-memory-256gb-solid-state-drive-ice-blue/6561083.p?skuId=6561083,BestBuy,256,16,13.5,2.79,0.57 x 12.1 x 8.8 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro® - 13.3"" Display - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",GSRF Z0UK9LL/A,Intel,Intel 7th Generation Core i7,SSD,Mac OS,2560 x 1600 (Retina),1.0,10.0,(1 Review),699.99,No,2024-11-02 21:39:44,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-3-display-intel-core-i7-16gb-memory-512gb-solid-state-drive-space-gray/6530213.p?skuId=6530213,BestBuy,512,16,13.3,3.02,0.59 x 11.97 x 8.36 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro - 16"" Display with Touch Bar - Intel Core i9 - 64GB Memory - 2TB SSD",TI GSRF Z0Y0005J1,Intel,Intel 9th Generation Core i9,SSD,Mac OS,3072 x 1920 (Retina),,11.0,Be the first to write a review,2799.99,No,2024-11-02 21:39:48,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-16-display-with-touch-bar-intel-core-i9-64gb-memory-2tb-ssd-space-gray/6437579.p?skuId=6437579,BestBuy,2000,64,16.0,4.41,0.6 x 14.1 x 9.7 inches
Samsung,"Geek Squad Certi Refurbis Galaxy Book Flex2 Alpha 13.3"" QLED Touch-Scrn Laptop - Intel Core i7 - 16GB Memory - 512GB SSD",GSRF NP730QDA-KA1US,Intel,Intel 11th Generation Core i7,SSD,Windows 11 Home,1920 x 1080 (Full HD),,,,898.99,No,2024-11-02 21:40:00,https://www.bestbuy.com/site/samsung-geek-squad-certi-refurbis-galaxy-book-flex2-alpha-13-3-qled-touch-scrn-laptop-intel-core-i7-16gb-memory-512gb-ssd-mystic-black/6508352.p?skuId=6508352,BestBuy,512,16,13.3,2.62,0.55 x 7.95 x 16.93 inches
Lenovo,"IdeaPad 1 15.6"" (FHD) Laptop - AMD Ryzen 3 - AMD Radeon - 4GB  - 128GB SSD",82VG00R2US,AMD,AMD Ryzen 3 7000 Series,SSD,Windows 11 Home in S Mode,1920 x 1080 (Full HD),,9.0,Be the first to write a review,399.99,No,2024-11-02 21:40:05,https://www.bestbuy.com/site/lenovo-ideapad-1-15-6-fhd-laptop-amd-ryzen-3-amd-radeon-4gb-128gb-ssd-abyss-blue/6593581.p?skuId=6593581,BestBuy,128,4,15.6,3.47,0.7 x 9.29 x 14.18 inches
Razer,"Geek Squad Certified Refurbished Blade Stealth 13.3"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD",GSRF RZ09-01964E32-R3U1,Intel,Intel 7th Generation Core i7,SSD,Windows 10 Home,3200 x 1800 (quad HD+),,,Be the first to write a review,1599.99,No,2024-11-02 21:40:09,https://www.bestbuy.com/site/razer-geek-squad-certified-refurbished-blade-stealth-13-3-touch-screen-laptop-intel-core-i7-16gb-memory-512gb-ssd-gunmetal-cnc-aluminum/6351363.p?skuId=6351363,BestBuy,512,16,13.3,2.93,0.52 x 12.65 x 8.12 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro®  - 13"" Display - Intel Core i5 - 8 GB Memory - 256GB Flash Storage",GSRF MPXX2LL/A,Intel,Intel 7th Generation Core i5,UFS,Mac OS,2560 x 1600 (Retina),4.0,10.0,(22 Reviews),1799.99,No,2024-11-02 21:40:13,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-intel-core-i5-8-gb-memory-256gb-flash-storage-silver/6549432.p?skuId=6549432,BestBuy,256,8,13.3,3.02,0.59 x 11.97 x 8.36 inches
Apple,"Geek Squad Certified Refurbished MacBook Air®  - 13.3"" Display - Intel Core i5 - 8GB Memory - 128GB Flash Storage",GSRF MQD32LL/A,Intel,Intel 5th Generation Core i5,UFS,Mac OS,1440 x 900 (WXGA+),3.9,12.0,(107 Reviews),999.0,No,2024-11-02 21:40:21,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-3-display-intel-core-i5-8gb-memory-128gb-flash-storage-silver/6549240.p?skuId=6549240,BestBuy,128,8,13.3,2.96,0.11 x 12.8 x 8.94 inches
Lenovo,"ThinkPad P1 Gen 5 16.0"" Laptop - Intel Core i7 with 16GB Memory - 512GB SSD",21DC003BUS,Intel,Intel 10th Generation Core i7,SSD,Windows 10 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1999.99,No,2024-11-02 21:40:29,https://www.bestbuy.com/site/lenovo-thinkpad-p1-gen-5-16-0-laptop-intel-core-i7-with-16gb-memory-512gb-ssd-black/6514669.p?skuId=6514669,BestBuy,512,16,16.0,3.99,0.7 x 14.15 x 9.99 inches
Apple,"Refurbished MacBook Pro with Touch Bar - 13"" Display - Intel Core i5 - 8 GB Memory - 512GB Flash Storage",3PL GSRF MNQG2LL/A,Intel,Intel 7th Generation Core i5,UFS,Mac OS,2560 x 1600 (Retina),,,Be the first to write a review,1199.99,No,2024-11-02 21:40:35,https://www.bestbuy.com/site/apple-refurbished-macbook-pro-with-touch-bar-13-display-intel-core-i5-8-gb-memory-512gb-flash-storage-silver/6549243.p?skuId=6549243,BestBuy,512,8,13.3,3.02,0.59 x 11.97 x 8.36 inches
Apple,Geek Squad Certified Refurbished MacBook Air 15-inch Laptop - M3 chip - 8GB Memory - 512GB SSD,TI-GSRF MRYT3LL/A,Apple,Apple M3,SSD,macOS Sonoma 14,2880 x 1864 (Retina),,18.0,Be the first to write a review,1099.99,No,2024-11-02 21:40:40,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-15-inch-laptop-m3-chip-8gb-memory-512gb-ssd-starlight/6598899.p?skuId=6598899,BestBuy,512,8,15.3,3.3,0.45 x 13.4 x 9.35 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Intel Core i5 with 8GB Memory - 256GB SDD",GSRF ME865LL/A,Intel,Intel 5th Generation Core i5,SSD,Mac OS,2560 x 1600,,,Be the first to write a review,189.99,No,2024-11-02 21:40:44,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-3-laptop-intel-core-i5-with-8gb-memory-256gb-sdd-silver/6549254.p?skuId=6549254,BestBuy,256,8,13.3,3.46,
Apple,"Geek Squad Certified Refurbished MacBook Pro® - 13"" Display - Intel Core i5 - 8 GB Memory - 128GB Flash Storage",GSRF MPXR2LL/A,Intel,Intel 7th Generation Core i5,UFS,Mac OS,2560 x 1600 (Retina),3.4,10.0,(53 Reviews),1499.99,No,2024-11-02 21:40:48,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-intel-core-i5-8-gb-memory-128gb-flash-storage-silver/6549200.p?skuId=6549200,BestBuy,128,8,13.3,3.02,0.59 x 11.97 x 8.36 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Intel Core i7 with 8GB Memory - 750GB HDD",GSRF MD102LL/A,Intel,Intel 3rd Generation Core i7,HDD,Mac OS,1280 x 800 (WXGA),,,Be the first to write a review,1349.99,No,2024-11-02 21:40:53,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-3-laptop-intel-core-i7-with-8gb-memory-750gb-hdd-silver/6549431.p?skuId=6549431,BestBuy,750,8,13.3,4.5,
Apple,"Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Apple M2 chip - 8GB Memory - 256GB SSD",GSRF MNEH3LL/A,Apple,Apple M2,SSD,macOS Monterey 12,2560 x 1600 (Retina),4.4,,(9 Reviews),999.99,No,2024-11-02 21:40:57,https://www.bestbuy.com/site/geek-squad-certified-refurbished-macbook-pro-13-3-laptop-apple-m2-chip-8gb-memory-256gb-ssd-space-gray/6556910.p?skuId=6556910,BestBuy,256,8,13.3,3.0,
Apple,"Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Apple M1 chip - 8GB Memory - 512GB SSD",GSRF MYDC2LL/A,Apple,Apple M1,SSD,macOS Big Sur 11.0,2560 x 1600 (Retina),3.8,20.0,(33 Reviews),1099.99,No,2024-11-02 21:41:01,https://www.bestbuy.com/site/geek-squad-certified-refurbished-macbook-pro-13-3-laptop-apple-m1-chip-8gb-memory-512gb-ssd-silver/6556990.p?skuId=6556990,BestBuy,512,8,13.3,3.0,0.61 x 11.97 x 8.36 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Apple M1 chip - 8GB Memory - 256GB SSD",GSRF MYD82LL/A,Apple,Apple M1,SSD,macOS Big Sur 11.0,2560 x 1600 (Retina),4.4,20.0,(124 Reviews),1099.99,No,2024-11-02 21:41:06,https://www.bestbuy.com/site/geek-squad-certified-refurbished-macbook-pro-13-3-laptop-apple-m1-chip-8gb-memory-256gb-ssd-space-gray/6549248.p?skuId=6549248,BestBuy,256,8,13.3,3.0,0.61 x 11.97 x 8.36 inches
Dell,"15.6"" Refurbished 1920 x 1080 FHD - Intel 6th Gen Core i7-6820HQ with 32GB RAM - NVIDIA Quadro M1200 - 512GB SSD",PRECISION 7520,Intel,Intel 6th Generation Core i7,SSD,Windows 10 Pro,1920 x 1080 (Full HD),4.7,,(7 Reviews),583.99,yes,2024-11-02 21:41:11,https://www.bestbuy.com/site/dell-15-6-refurbished-1920-x-1080-fhd-intel-6th-gen-core-i7-6820hq-with-32gb-ram-nvidia-quadro-m1200-512gb-ssd-black/6545477.p?skuId=6545477,BestBuy,512,32,15.6,6.16,
Microsoft,GSRF Surface Laptop Studio – 14.4” Touch Screen – Intel Core i5 -16GB Memory – 256GB SSD,GSRF THR-00001,Intel,Intel 11th Generation Core i5,SSD,Windows 11 Home,2400 x 1600,3.0,19.0,(9 Reviews),599.99,No,2024-11-02 21:41:15,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-studio-14-4-touch-screen-intel-core-i5-16gb-memory-256gb-ssd-platinum/6561441.p?skuId=6561441,BestBuy,256,16,14.4,3.83,0.74 x 12.72 x 8.98 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro 15.4"" Laptop - Intel Core i9 - 16GB - AMD Radeon Pro 560X - 512GB SSD",GSRF MV932LL/A,Intel,Intel 9th Generation Core i9,SSD,Mac OS,2880 x 1800 (Retina),,,Be the first to write a review,1999.99,No,2024-11-02 21:41:20,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-15-4-laptop-intel-core-i9-16gb-amd-radeon-pro-560x-512gb-ssd-silver/6463472.p?skuId=6463472,BestBuy,512,16,15.4,,0.61 x 13.8 x 9.48 inches
Lenovo,"Geek Squad Certified Refurbished 330-15IGM 15.6"" Laptop - Intel Celeron - 4GB Memory - 500GB Hard Drive",GSRF 81D1003TUS,Intel,Intel Celeron,HDD,Windows 10 Home,1366 x 768 (HD),3.0,,(2 Reviews),259.99,No,2024-11-02 21:41:25,https://www.bestbuy.com/site/lenovo-geek-squad-certified-refurbished-330-15igm-15-6-laptop-intel-celeron-4gb-memory-500gb-hard-drive-platinum-gray/6350286.p?skuId=6350286,BestBuy,500,4,15.6,,0.9 x 14.9 x 10.2 inches
Apple,"GSRF MacBook® - 12"" Display - Intel Core M3 - 8GB Memory - 256GB Flash Storage",GSRF MNYH2LL/A,Intel,Intel Core m3,SSD,Mac OS,2304 x 1440,,10.0,Be the first to write a review,429.99,No,2024-11-02 21:41:29,https://www.bestbuy.com/site/apple-gsrf-macbook-12-display-intel-core-m3-8gb-memory-256gb-flash-storage-silver/6530216.p?skuId=6530216,BestBuy,256,8,12.0,2.03,0.14 x 11.04 x 7.74 inches
Apple,"GSRF MacBook Pro - 15"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 560X - 1TB SSD",GSRF MPTX2LL/A,Intel,Intel 7th Generation Core i7,SSD,Mac OS,2880 x 1800 (Retina),,10.0,Be the first to write a review,2969.99,No,2024-11-02 21:41:34,https://www.bestbuy.com/site/apple-gsrf-macbook-pro-15-display-with-touch-bar-intel-core-i7-16gb-memory-amd-radeon-pro-560x-1tb-ssd-silver/6561395.p?skuId=6561395,BestBuy,1000,16,15.4,4.02,0.61 x 13.75 x 9.48 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro with Retina display - 13.3"" Display - 8GB Memory - 128GB Flash Storage",3PL GSRF MF839LL/A,Intel,Intel 5th Generation Core i5,UFS,Mac OS,2560 x 1600 (Retina),,,Be the first to write a review,179.99,No,2024-11-02 21:41:38,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-with-retina-display-13-3-display-8gb-memory-128gb-flash-storage-silver/6549198.p?skuId=6549198,BestBuy,128,8,13.3,3.48,0.71 x 12.35 x 8.62 inches
Microsoft,GSRF Surface Laptop Studio – 14.4” Touch Screen – Intel Core i7 -16GB Memory – NVIDIA GeForce RTX 3050 Ti - 512GB SSD,GSRF A1Y-00001,Intel,Intel 11th Generation Core i7,SSD,Windows 11 Home,2400 x 1600,3.5,18.0,(2 Reviews),899.99,No,2024-11-02 21:41:42,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-studio-14-4-touch-screen-intel-core-i7-16gb-memory-nvidia-geforce-rtx-3050-ti-512gb-ssd-platinum/6561433.p?skuId=6561433,BestBuy,512,16,14.4,4.0,0.74 x 12.72 x 8.98 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro 16"" Laptop - M2 Pro chip - 16GB Memory - 512GB SSD",GSRF MNWC3LL/A,Apple,Apple M2 Pro,SSD,Mac OS,3456 x 2234,5.0,,(3 Reviews),1799.99,yes,2024-11-02 21:41:47,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-16-laptop-m2-pro-chip-16gb-memory-512gb-ssd-silver/6550203.p?skuId=6550203,BestBuy,512,16,16.2,4.7,0.66 x 14 x 9.77 inches
Apple,"Geek Squad Certified Refurbished MacBook® Pro - Intel Core i5 - 13.3"" Display - 4GB Memory - 500GB Hard Drive",GSRF MD101LL/A,Intel,Intel 3rd Generation Core i5,HDD,Mac OS,1280 x 800 (WXGA),,,Be the first to write a review,239.99,No,2024-11-02 21:41:55,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-intel-core-i5-13-3-display-4gb-memory-500gb-hard-drive-silver/6549189.p?skuId=6549189,BestBuy,500,4,13.3,6.24,0.68 x 16.7 x 5.4 inches
Apple,"Geek Squad Certified Refurbished MacBook Air - 13.3"" Retina Display - Intel Core i5 - 8GB Memory - 128GB Flash Storage",GSRF MRE82LL/A,Intel,Intel 8th Generation Core i5,UFS,Mac OS,2560 x 1600 (Retina),4.3,12.0,(61 Reviews),1299.99,No,2024-11-02 21:42:05,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-3-retina-display-intel-core-i5-8gb-memory-128gb-flash-storage-space-gray/6549251.p?skuId=6549251,BestBuy,128,8,13.3,2.75,0.61 x 12 x 8.36 inches
Microsoft,"GSRF Surface Laptop - 13.5"" Touch-Screen - Intel Core m3 - 4GB Memory - 128GB Solid State Drive (First Generation)",GSRF DAP-00001,Intel,Intel Core m3,SSD,Windows 10 Home in S mode,2256 x 1504,,14.5,Be the first to write a review,529.99,No,2024-11-02 21:42:09,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-13-5-touch-screen-intel-core-m3-4gb-memory-128gb-solid-state-drive-first-generation-platinum/6561197.p?skuId=6561197,BestBuy,128,4,13.5,2.76,0.57 x 12.1 x 8.79 inches
ASUS,"Geek Squad Certified Refurbished 15.6"" 4K Touch-Screen Laptop - Intel Core i7 - 16GB Memory - GeForce GTX 1050 - 1TB SSD",GSRF Q546FD-BI7T14,Intel,Intel 8th Generation Core i7,SSD,Windows 10 Home,3840 x 2160 (4K),,,Be the first to write a review,1223.99,No,2024-11-02 21:42:14,https://www.bestbuy.com/site/asus-geek-squad-certified-refurbished-15-6-4k-touch-screen-laptop-intel-core-i7-16gb-memory-geforce-gtx-1050-1tb-ssd-light-gray/6430482.p?skuId=6430482,BestBuy,1000,16,15.6,4.63,0.8 x 14.1 x 8.9 inches
Apple,"Geek Squad Certified Refurbished MacBook Air 13.3"" Laptop - Intel Core i5 with 4GB Memory - 128GB SSD",GSRF MD231LL/A,Intel,Intel 3rd Generation Core i5,SSD,Mac OS,1440 x 900 (WXGA+),,,Be the first to write a review,899.99,No,2024-11-02 21:42:18,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-3-laptop-intel-core-i5-with-4gb-memory-128gb-ssd-silver/6549435.p?skuId=6549435,BestBuy,128,4,13.3,2.96,
Microsoft,"Geek Squad Certified Refurbished Surface Book 3 13.5"" Touch-Screen Laptop - Intel Core i7 - 16GB - 256GB SSD",GSRF VEF-00064,Intel,Intel 10th Generation Core i7,SSD,Windows 10 Home,2256 x 1504,,15.5,Be the first to write a review,1279.99,No,2024-11-02 21:42:22,https://www.bestbuy.com/site/microsoft-geek-squad-certified-refurbished-surface-book-3-13-5-touch-screen-laptop-intel-core-i7-16gb-256gb-ssd-sandstone/6463422.p?skuId=6463422,BestBuy,256,16,13.5,2.89,0.57 x 12.1 x 8.79 inches
Acer,"Nitro 5 17.3"" Full HD IPS 144Hz Gaming Laptop- Intel Core i5-12500H- NVIDIA GeForce RTX 3050-512GB PCIe Gen 4 SSD",AN517-55-5354,Intel,Intel 12th Generation Core i5,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.4,,(243 Reviews),750.99,No,2024-11-02 21:42:26,https://www.bestbuy.com/site/acer-nitro-5-17-3-full-hd-ips-144hz-gaming-laptop-intel-core-i5-12500h-nvidia-geforce-rtx-3050-512gb-pcie-gen-4-ssd-black/6507908.p?skuId=6507908,BestBuy,512,8,17.3,6.61,
Dell,"Latitude 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Pre-Owned",E5450-1557,Intel,Intel 5th Generation Core i5,SSD,Windows 10,1366 x 768 (HD),,,Be the first to write a review,279.99,No,2024-11-02 21:42:30,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-pre-owned-black/6219220.p?skuId=6219220,BestBuy,256,8,14.0,3.98,0.9 x 13.2 x 9.1 inches
Microsoft,GSRF Surface Laptop 5 – 13.5” Touch Screen – Intel Evo Platform Core i7 – 16GB Memory – 512GB SSD,GSRF RBG-00001,Intel,Intel 12th Generation Core i7 Evo Platform,SSD,Windows 11 Home,2256 x 1504,,18.0,Be the first to write a review,1099.99,No,2024-11-02 21:42:34,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-5-13-5-touch-screen-intel-evo-platform-core-i7-16gb-memory-512gb-ssd-platinum/6561393.p?skuId=6561393,BestBuy,512,16,13.5,2.87,0.57 x 12.1 x 8.8 inches
Apple,"Geek Squad Certified Refurbished MacBook Air® - 13.3"" Display - Intel Core i5 - 4GB Memory - 128GB Flash Storage",GSRF MD760LL/B,Intel,Intel 4th Generation Core i5,UFS,Mac OS,1440 x 900 (WXGA+),5.0,,(1 Review),179.99,No,2024-11-02 21:42:39,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-3-display-intel-core-i5-4gb-memory-128gb-flash-storage-silver/6548704.p?skuId=6548704,BestBuy,128,4,13.3,1.0,0.95 x 12.8 x 8.94 inches
Lenovo,"Legion Slim 5 16"" Gaming Laptop WQXGA - Ryzen 7 7840HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB - 512GB SSD",82Y9000PUS,AMD,AMD Ryzen 7 7000 Series,SSD,Windows 11 Home,2560 x 1600,4.6,8.3,(303 Reviews),438.99,No,2024-11-02 21:42:44,https://www.bestbuy.com/site/lenovo-legion-slim-5-16-gaming-laptop-wqxga-ryzen-7-7840hs-with-16gb-memory-nvidia-geforce-rtx-4060-8gb-512gb-ssd-storm-grey/6534470.p?skuId=6534470,BestBuy,512,16,16.0,5.29,0.99 x 14.16 x 10.25 inches
Apple,"GSRF MacBook® - 12"" Display - Intel Core i5 - 8GB Memory - 512GB Flash Storage",GSRF MNYJ2LL/A,Intel,Intel 7th Generation Core i5,SSD,Mac OS,2304 x 1440,5.0,10.0,(2 Reviews),499.99,No,2024-11-02 21:42:49,https://www.bestbuy.com/site/apple-gsrf-macbook-12-display-intel-core-i5-8gb-memory-512gb-flash-storage-silver/6530224.p?skuId=6530224,BestBuy,512,8,12.0,2.03,0.14 x 11.04 x 7.74 inches
Lenovo,"IdeaPad 5x - Copilot+ PC - 2-in-1 14"" (WUXGA) Touchscreen Laptops-  Snapdragon X Plus - 16GB - 512GB SSD",83GH000MUS,Qualcomm,Qualcomm Snapdragon X Plus,SSD,Windows 11 Home,1920 x 1200 (WUXGA),,21.5,Be the first to write a review,859.99,No,2024-11-02 21:42:53,https://www.bestbuy.com/site/lenovo-ideapad-5x-copilot-pc-2-in-1-14-wuxga-touchscreen-laptops-snapdragon-x-plus-16gb-512gb-ssd-luna-grey/6603395.p?skuId=6603395,BestBuy,512,16,14.0,3.278,0.74 x 8.94 x 12.32 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro® - 13"" Display - Intel Core i5 - 8 GB Memory - 128GB Flash Storage",GSRF MPXR2LL/A,Intel,Intel 7th Generation Core i5,SSD,Mac OS,2560 x 1600 (Retina),3.4,10.0,(53 Reviews),1499.99,No,2024-11-02 21:42:57,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-intel-core-i5-8-gb-memory-128gb-flash-storage-silver/6534818.p?skuId=6534818,BestBuy,128,8,13.3,3.02,0.59 x 11.97 x 8.36 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Intel Core i5 with 8GB Memory - 256GB SDD",GSRF ME662LL/A,Intel,Intel 4th Generation Core i5,SSD,Mac OS,2560 x 1600,,,Be the first to write a review,1304.99,No,2024-11-02 21:43:01,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-3-laptop-intel-core-i5-with-8gb-memory-256gb-sdd-silver/6549344.p?skuId=6549344,BestBuy,256,8,13.3,3.57,
Apple,"Geek Squad Certified Refurbished MacBook Pro 15"" Display Touch Bar Intel Core i9 32GB Memory AMD Radeon Pro 560X 1TB SSD",GSRF MR952LL/A,Intel,Intel 8th Generation Core i9,SSD,Mac OS,2880 x 1800 (Retina),,10.0,Be the first to write a review,1739.99,yes,2024-11-02 21:43:06,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-15-display-touch-bar-intel-core-i9-32gb-memory-amd-radeon-pro-560x-1tb-ssd-space-gray/6505696.p?skuId=6505696,BestBuy,1000,32,15.4,4.02,0.61 x 13.75 x 9.48 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro 16"" Display with Touch Bar - Intel Core i9 - 32GB Memory - 1TB SSD",GSRF 13860093,Intel,Intel 9th Generation Core i9,SSD,Mac OS,3072 x 1920 (Retina),,11.0,Be the first to write a review,1499.99,No,2024-11-02 21:43:13,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-16-display-with-touch-bar-intel-core-i9-32gb-memory-1tb-ssd-silver/6544376.p?skuId=6544376,BestBuy,1000,32,16.0,4.41,0.6 x 14.1 x 9.7 inches
Dell,"Dell XPS 13 13.4"" FHD+ Laptop - 12th Gen Intel Evo i7 - 32GB Memory - Intel Iris Xe Graphics - 1TB SSD",XPS9315-7725SKY-PUS,Intel,Intel 12th Generation Core i7 Evo Platform,SSD,Windows 11 Home,1920 x 1200 (WUXGA),4.5,,(275 Reviews),313.99,No,2024-11-02 21:43:18,https://www.bestbuy.com/site/dell-xps-13-13-4-fhd-laptop-12th-gen-intel-evo-i7-32gb-memory-intel-iris-xe-graphics-1tb-ssd-sky/6540612.p?skuId=6540612,BestBuy,1000,32,13.4,2.59,0.55 x 11.63 x 7.85 inches
Apple,"Geek Squad Certified Refurbished MacBook Air 11.6"" Laptop - Intel Core i5 with 4GB Memory - 64GB SSD",GSRF MD223LL/A,Intel,Intel 3rd Generation Core i5,SSD,Mac OS,1366 x 768 (HD),,,Be the first to write a review,809.99,No,2024-11-02 21:43:23,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-11-6-laptop-intel-core-i5-with-4gb-memory-64gb-ssd-silver/6549310.p?skuId=6549310,BestBuy,64,4,11.6,2.38,
