Laptop_Brand,Laptop_Name,Processor_Company,Processor,Operating_System,RAM,Storage,Storage_Type,Screen_Size,Rating,Number_of_Reviews,Price,Source
MSI,Prestige,Intel, Core Ultra - PRE16STU14090,Windows11,32,1024,SSD,16,0 Reviews,0.0,"2,299.00",BestBuy
Razer,Refurbished,Intel, Core i7 - GSRF RZ09-03006EQ2-R3U1,Windows11,16,512,SSD,15.6,5,2.0,"1,799.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,M2 chip - TI-GSRF MQTK3LL/A,Mac OS,16,1024,SSD,15,0 Reviews,0.0,"1,484.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - GSRF MD223LL/A,Mac OS,4,64,SSD,11.6,0 Reviews,0.0,809.99,BestBuy
Razer,Refurbished,Intel, Core i7 - GSRF RZ09-01962E52-R3U1,Windows11,16,512,SSD,12.5,0 Reviews,0.0,"1,599.99",BestBuy
Apple,GSRF MacBook Pro,Intel, Core i7 - GSRF MQ012LL/A,Mac OS,16,1024,SSD,13,0 Reviews,0.0,"2,609.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,No Info,No Info - TI-GSRF MD212LL/A,Mac OS,8,128,Flash Storage,13.3,0 Reviews,0.0,"1,699.99",BestBuy
Apple,MacBook Pro,Apple,M1 Max - MK1A3LL/A,Mac OS,32,1024,SSD,16,5,1.0,"2,199.99",BestBuy
Microsoft,Refurbished,Intel, Core i5 - GSRF THH-00035,Windows11,8,128,SSD,12.4,4,5.0,409.99,BestBuy
MSI,Vector,Intel, 14th Gen - VECTOR16HX14254,Windows11,32,512,SSD,16,0 Reviews,0.0,"2,099.99",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,M2 chip - TI-GSRF MNEW3LL/A,Windows11,24,1024,SSD,13.3,5,1.0,"1,699.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - TI-GSRF MPXQ2LL/A,Mac OS,8,128,Flash Storage,13,1.5,2.0,399.99,BestBuy
Lenovo,ThinkBook,AMD Ryzen, 5 - 21KJ0009US,Windows11,16,512,SSD,14,0 Reviews,0.0,769.99,BestBuy
MacBook,MacBook Air,Apple,M1 chip - MGN93LL/A,Windows11,8,256,SSD,13.3,4.9,4873.0,631.99,BestBuy
MacBook,MacBook Pro,Apple,Apple M1 Max chip - MK1H3LL/A,Windows11,32,1024,SSD,16,4.8,417.0,"1,978.99",BestBuy
Dell,Refurbished,Intel, Core i5 - BB5-32732,Windows11,16,512,SSD,15.6,4.1,7.0,503.99,BestBuy
Microsoft,GSRF Surface,Intel, Core i5 - GSRF DAG-00114,Windows11,8,256,SSD,13.5,0 Reviews,0.0,779.99,BestBuy
GIGABYTE,Gaming Laptop IPS,Intel, i7 - G6X 9KG-43US864SH,Windows11,32,1024,SSD,16,4.8,29.0,"1,299.99",BestBuy
Apple,Geek Squad Certified Refurbished Macbook®,Intel, Core M3 - 3PL GSRF MLHE2LL/A,Mac OS,8,256,Flash Storage,12,0 Reviews,0.0,"1,299.00",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RBG-00051,Windows11,16,512,SSD,13.5,0 Reviews,0.0,"1,099.99",BestBuy
Acer,Predator Helios,Intel, i5 - PHN16-71-50JG,Windows11,16,512,SSD,16,4.7,650.0,"1,139.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF R1S-00062,Windows11,8,512,SSD,13.5,3,2.0,799.99,BestBuy
MSI,Prestige,Intel, Evo Edition - PRE16STU14019,Windows11,32,2048,SSD,16,4,4.0,"2,299.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Apple,M2 Pro - GSRF MNW93LL/A,Mac OS,16,1024,SSD,16,3,4.0,"1,799.99",BestBuy
Microsoft,Refurbished,Intel, Core i5 - GSRF V6F-00001,Windows11,8,256,SSD,13.5,3.2,10.0,599.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - 3PL GSRF MLL42LL/A,Mac OS,8,256,Flash Storage,13,0 Reviews,0.0,299.99,BestBuy
Dell,Latitude 5000,Intel, Core i5 - FD5K6,Windows11,16,512,SSD,14,0 Reviews,0.0,"2,159.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,M3 chip - TI-GSRF MRYT3LL/A,Windows11,8,512,SSD,15-inch,0 Reviews,0.0,"1,169.99",BestBuy
Lenovo,Refurbished,Intel, i5 8350U - T480.i5.16.256,Windows11,16,256,SSD,14,2.2,6.0,285.99,BestBuy
Microsoft,GSRF Surface,AMD Ryzen, 5 - GSRF 7IP-00026/7IP-00099,Windows11,16,256,SSD,13.5,0 Reviews,0.0,719.99,BestBuy
ASUS,Vivobook,Intel, 13 Gen - K6604JV-ES94,Windows11,16,1024,SSD,16,4.3,13.0,"1,799.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - GSRF MR9V2LL/A,Mac OS,8,512,SSD,13,4.1,15.0,379.99,BestBuy
Dell,Latitude 3000,Intel, Core i5 - GCW0D,Windows11,8,256,SSD,15.6,0 Reviews,0.0,729.99,BestBuy
Samsung,Refurbished,Intel, Core i3 - GSRF XE530QDA-KA1US,Windows11,8,128eMMC,eMMC,13.3,4.9,8.0,269.99,BestBuy
Microsoft,GSRF Surface,Intel, Core i5 - GSRF THR-00001,Windows11,16,256,SSD,14.4,3,9.0,599.99,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Pro chip - GSRF MK193LL/A,Windows11,16,1024,SSD,16,3.8,19.0,"1,109.99",BestBuy
Microsoft,No Model,Intel, Evo Platform - RIP-00026,Windows11,16,512,SSD,15,4.8,209.0,219.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - 3PL GSRF MMGF2LL/A,Mac OS,8,128,Flash Storage,13.3,5,1.0,149.99,BestBuy
Microsoft,GSRF Surface,Intel, Core m3 - GSRF DAP-00001,Windows11,4,128,SSD,13.5,0 Reviews,0.0,529.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - TI-GSRF MC969LL/A,Mac OS,4,128,Flash Storage,11.6,0 Reviews,0.0,"1,999.99",BestBuy
HP,No Model,Intel, Core i5 - 15-FD0005DX,Windows11,8,512,SSD,15.6,0 Reviews,0.0,629.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i9 - TI GSRF Z0Y0005J1,Mac OS,16,2048,SSD,16,0 Reviews,0.0,"2,799.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - GSPR MV962LL/A,Mac OS,8,256,SSD,13,4.7,14.0,"2,799.99",BestBuy
Microsoft,Refurbished,AMD Ryzen, 7 - GSRF VFP-00001,Windows11,32,1024,SSD,15,0 Reviews,0.0,"2,249.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF R1S-00051,Windows11,8,512,SSD,13.5,3,2.0,799.99,BestBuy
Thomson,Refurbished,Intel, Atom  - GSRF WWNEO10A4WH64,Windows11,4,64eMMC,eMMC,10.1,0 Reviews,0.0,152.99,BestBuy
MSI,Refurbished,Intel, Core i7 - GSRF GS63 STEALTH-010,Windows11,16,1024,HDD,15.6,0 Reviews,0.0,799.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i9 - GSRF MV952LL/A,Mac OS,32,1024,SSD,15.4,0 Reviews,0.0,"4,149.99",BestBuy
HP,Refurbished,Intel, Core i5 - GSRF 13M-BD0063DX,Windows11,8,256,SSD,13.3,0 Reviews,0.0,599.99,BestBuy
HP,Refurbished,No Info,No Info - GSRF 14-EB0010NR,Windows11,16,256,SSD,14,0 Reviews,0.0,"1,187.99",BestBuy
Microsoft,GSRF Surface,Intel, 10th Generation - GSRF PG1-00001,Windows11,4,64eMMC,eMMC,12.4,0 Reviews,0.0,249.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - GSRF MPXW2LL/A,Mac OS,8,512,Flash Storage,13,3.9,15.0,"1,299.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - GSRF MPXX2LL/A,Mac OS,8,256,Flash Storage,13,4.1,21.0,"1,799.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - GSRF MR9V2LL/A,Mac OS,8,512,SSD,13,4.1,15.0,"1,999.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i7 - GSRF MD103LL/A,Mac OS,4,500,HDD,15.4,0 Reviews,0.0,129.99,BestBuy
Microsoft,Refurbished,Intel, Core i7 - GSRF VGS-00001,Windows11,16,512,SSD,13.5,0 Reviews,0.0,"1,599.99",BestBuy
Apple,Refurbished MacBook®,Intel, Core i5 - GSRF MD101LL/A,Mac OS,4,500,Hard Drive,13.3,0 Reviews,0.0,239.99,BestBuy
Microsoft,GSRF Surface,Intel, 10th Generation - GSRF PG1-00001,Windows11,4,64eMMC,eMMC,12.4,0 Reviews,0.0,249.99,BestBuy
Microsoft,GSRF Surface,AMD Ryzen, 5 - GSRF 5M8-00001/5M8-00022,Windows11,8,128,SSD,13.5,0 Reviews,0.0,445.99,BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RBG-00026,Windows11,16,512,SSD,13.5,0 Reviews,0.0,"1,079.99",BestBuy
Microsoft,GSRF Surface,AMD Ryzen, 5 - GSRF 7IP-00051/7IP-00124,Windows11,16,256,SSD,13.5,0 Reviews,0.0,859.99,BestBuy
Lenovo,Refurbished,Intel, i5 8350U - T480.i5.16.256,Windows11,16,256,SSD,14,2.2,6.0,285.99,BestBuy
Dell,Refurbished,Intel, Core i7 - GSRF I7586-7205BLK-PUS,Windows11,16,512,SSD,15.6,3,1.0,"1,007.99",BestBuy
HP,Refurbished,Intel, Core i5 - 840 G5,Windows11,16,512,SSD,14,4.6,9.0,418.99,BestBuy
Microsoft,Refurbished,Intel, Core i7 - GSRF 5IM-00001,Windows11,16,512,SSD,15,0 Reviews,0.0,"1,349.99",BestBuy
Microsoft,Refurbished,AMD Ryzen, 5 - GSRF VGZ-00001,Windows11,8,256,SSD,15,0 Reviews,0.0,"1,019.99",BestBuy
Lenovo,ThinkPad,Intel, Core i7 - 21DC003BUS,Windows11,16,512,SSD,16.0,0 Reviews,0.0,"1,999.99",BestBuy
Lenovo,Refurbished,Intel, 7th Gen - T470S,Windows11,8,256,SSD,14,0 Reviews,0.0,299.99,BestBuy
Dell,Refurbished,Intel, Core i5 - BB5-32732,Windows11,16,512,SSD,15.6,4.1,7.0,503.99,BestBuy
Dell,Latitude,Intel, Core i5 - E5470-32425,Windows11,8,256,SSD,14,4,4.0,302.29,BestBuy
Razer,Refurbished,Intel, Core i7 - GSRF RZ09-03006EQ2-R3U1,Windows11,16,512,SSD,15.6,5,2.0,"1,799.99",BestBuy
Dell,Precision,Intel, 8th Gen - Precision 3540,Windows11,32,1024,SSD,15.6,0 Reviews,0.0,549.99,BestBuy
HP,Refurbished,Intel, Core i5 - GSRF 13M-BD0063DX,Windows11,8,256,SSD,13.3,0 Reviews,0.0,599.99,BestBuy
Dell,Precision,Intel, Core i7 - PRECISION 7510-32297,Windows11,16,512,SSD,15.6,3.6,7.0,591.99,BestBuy
Lenovo,Refurbished,Intel, 6th Gen - T470,Windows11,16,256,SSD,14,4.2,12.0,309.99,BestBuy
Microsoft,GSRF Surface,AMD Ryzen, 5 - GSRF 7IP-00062/7IP-00135,Windows11,16,256,SSD,13.5,0 Reviews,0.0,719.99,BestBuy
Dell,XPS,Intel, Evo i9 - XPS9530-9565SLV-PUS,Windows11,32,1024,SSD,15.6,4.5,165.0,"2,199.99",BestBuy
Microsoft,GSRF Surface,Intel, Core i5 - GSRF KSR-00001,Windows11,8,128,SSD,13.5,0 Reviews,0.0,639.99,BestBuy
Microsoft,Refurbished,Intel, Core i7 - GSRF SMV-00001,Windows11,32,1024,SSD,14,1,1.0,"2,399.99",BestBuy
Microsoft,GSRF Surface,Intel, Core i7 - GSRF ABY-00001,Windows11,32,1024,SSD,14.4,0 Reviews,0.0,"1,679.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RIP-00026,Windows11,16,512,SSD,15,0 Reviews,0.0,"1,059.99",BestBuy
Dell,Precision,Intel, 8th Gen - Precision 3540,Windows11,32,1024,SSD,15.6,0 Reviews,0.0,549.99,BestBuy
Dell,Precision,Intel, Core i7 - PRECISION 7510-32297,Windows11,16,512,SSD,15.6,3.6,7.0,591.99,BestBuy
Apple,Refurbished,Intel, Core i7 - GSRF MPTW2LL/A,Mac OS,16,1024,SSD,15,0 Reviews,0.0,959.99,BestBuy
HP,No Model,Intel, Pentium Silver - 17-CN0076nr,Windows11,8,512,SSD,17.3,4.7,48.0,599.99,BestBuy
Dell,Refurbished,Intel, Core i5 - GSRF I7573-5104GRY-PUS,Windows11,8,2048,Hard Drive,15.6,3.7,3.0,799.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,M2 chip - GSRF Z18U2LL/A,Mac OS,16,512,SSD,15,0 Reviews,0.0,"1,259.99",BestBuy
Microsoft,Refurbished,Intel, Core i5 - GSRF 1ZO-00001,Windows11,4,64eMMC,eMMC,12.4,1,1.0,339.99,BestBuy
Dell,Inspiron,AMD Ryzen, 7 7730U - i7635-A497BLU-PUS,Windows11,16,1024,SSD,16.0,4.8,139.0,799.99,BestBuy
Dell,Inspiron,Snapdragon, X Plus - i5441-SX8027GRY-PUS,Windows11,16,512,SSD,14.0,0 Reviews,0.0,799.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i7 - GSRF MPTR2LL/A,Mac OS,16,256,Flash Storage,15,2.3,9.0,"2,399.99",BestBuy
Samsung,No Model,No Info,No Info - NP964QGK-KG2US,Windows11,16,1024,SSD,16,0 Reviews,0.0,"1,999.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,No Info,No Info - TI-GSRF MD232LL/A,Mac OS,4,256,Flash Storage,13.3,0 Reviews,0.0,"1,499.99",BestBuy
ASUS,Refurbished,Intel, Core i7 - GSRF Q546FD-BI7T14,Windows11,16,1024,SSD,15.6,0 Reviews,0.0,"1,223.99",BestBuy
LG,gram,Intel, Evo Platform - GSRF 16Z90P-K.AAB8U1,Windows11,16,1024,NVMe,16,0 Reviews,0.0,"1,529.99",BestBuy
HP,Refurbished,Intel, Core i7 - GSRF V1P80UT,Windows11,8,256,SSD,15.6,0 Reviews,0.0,"1,241.99",BestBuy
Razer,Refurbished,Intel, Core i7 - GSRF RZ09-03571EM2-R3U1,Windows11,16,512,SSD,13.4,0 Reviews,0.0,"1,799.99",BestBuy
Razer,Refurbished,Intel, Core i7 - GSRF RZ09-03272E82-R3U1,Windows11,16,512,SSD,13.3,0 Reviews,0.0,"1,799.99",BestBuy
Microsoft,Refurbished,Intel, Core i7 - GSRF VEF-00064,Windows11,16,256,SSD,13.5,0 Reviews,0.0,"1,279.99",BestBuy
Razer,Refurbished,Intel, Core i7 - GSRF RZ09-01964E32-R3U1,Windows11,16,512,SSD,13.3,0 Reviews,0.0,"1,599.99",BestBuy
HP,Refurbished,Intel, 7th Gen - 850 G4,Windows11,16,256,SSD,15.6,0 Reviews,0.0,378.99,BestBuy
Razer,Refurbished,Intel, Core i7 - GSRF RZ09-01962E52-R3U1,Windows11,16,512,SSD,12.5,0 Reviews,0.0,"1,599.99",BestBuy
Microsoft,Refurbished,Intel, Core i7 - GSRF SMV-00001,Windows11,32,1024,SSD,14,1,1.0,"2,399.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - 3PL GSRF MMGG2LL/A,Mac OS,8,256,Flash Storage,13.3,5,1.0,119.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i7 - GSRF MD103LL/A,Mac OS,4,500,HDD,15.4,0 Reviews,0.0,129.99,BestBuy
ASUS,Chromebook,Intel, Celeron N4500 - CX1700CK-CL464,Windows11,4,64eMMC,eMMC,17.3,4.6,343.0,199.99,BestBuy
MacBook,MacBook Air,Apple,M1 chip - MGN63LL/A,Windows11,8,256,SSD,13.3,4.9,4873.0,509.99,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Pro chip - GSRF MKGR3LL/A,Windows11,16,512,SSD,14,4.2,76.0,989.99,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Pro chip - GSRF MKGP3LL/A,Windows11,16,512,SSD,14,4.2,76.0,969.99,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Pro chip - GSRF MK183LL/A,Windows11,16,512,SSD,16,4.5,15.0,"1,029.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i7 - GSRF MPTT2LL/A,Mac OS,16,512,Flash Storage,15,4.3,16.0,539.99,BestBuy
MacBook,MacBook Pro,Apple,Apple M1 Max chip - MK1H3LL/A,Windows11,32,1024,SSD,16,4.8,417.0,"1,978.99",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Pro chip - GSRF MKGQ3LL/A,Windows11,16,1024,SSD,14,3,22.0,999.99,BestBuy
Apple,Refurbished,No Info,No Info - TI-GSRF MC975LL/A,Mac OS,16,512,SSD,14,0 Reviews,0.0,"2,199.99",BestBuy
ASUS,Zenbook,Intel, 13 Gen - UX8402VV-PS96T,Windows11,32,1024,SSD,14.5,4.3,10.0,"2,324.99",BestBuy
Microsoft,GSRF Surface,Intel, Core i7 - GSRF AI2-00001,Windows11,32,2048,SSD,14.4,5,1.0,"1,499.99",BestBuy
Apple,MacBook Pro,Apple,M2 chip - MNEP3LL/A,Mac OS,8,256,SSD,13.3,4.9,3165.0,"1,299.00",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF R1S-00062,Windows11,8,512,SSD,13.5,3,2.0,799.99,BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF R1S-00051,Windows11,8,512,SSD,13.5,3,2.0,799.99,BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF R1S-00001,Windows11,8,512,SSD,13.5,3,2.0,799.99,BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF R1S-00026,Windows11,8,512,SSD,13.5,3,2.0,799.99,BestBuy
Apple,MacBook Pro,Apple,M2 chip - MNEQ3LL/A,Mac OS,8,512,SSD,13.3,4.9,1364.0,"1,499.00",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,M2 chip - TI-GSRF MNEW3LL/A,Windows11,24,1024,SSD,13.3,5,1.0,"1,699.99",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Pro chip - GSRF MK193LL/A,Windows11,16,1024,SSD,16,3.8,19.0,"1,109.99",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Max chip - GSRF MK1H3LL/A,Windows11,32,1024,SSD,16,1,1.0,"2,078.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Apple,M2 Pro - GSRF MNW93LL/A,Mac OS,16,1024,SSD,16,3,4.0,"1,799.99",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Max chip - GSRF MK1A3LL/A,Windows11,32,1024,SSD,16,1,1.0,"2,078.99",BestBuy
MSI,Vector,Intel, 14th Gen - VECTOR16HX14254,Windows11,32,512,SSD,16,0 Reviews,0.0,"2,099.99",BestBuy
Microsoft,GSRF Surface,Intel, Core i5 - GSRF DAG-00114,Windows11,8,256,SSD,13.5,0 Reviews,0.0,779.99,BestBuy
Microsoft,GSRF Surface,Intel, Core i5 - GSRF 9WI-00001,Windows11,16,512,SSD,14.4,0 Reviews,0.0,"1,099.99",BestBuy
Microsoft,GSRF Surface,Intel, Core i5 - GSRF KSR-00001,Windows11,8,128,SSD,13.5,0 Reviews,0.0,639.99,BestBuy
Microsoft,GSRF Surface,Intel, Core i7 - GSRF VGS-00022,Windows11,16,512,SSD,13.5,0 Reviews,0.0,"1,359.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Apple,M2 Max - GSRF MPHK3LL/A,Mac OS,32,1024,SSD,14,1,1.0,"2,510.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RIP-00026,Windows11,16,512,SSD,15,0 Reviews,0.0,"1,059.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RIP-00001,Windows11,16,512,SSD,15,0 Reviews,0.0,"1,039.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RFB-00026,Windows11,8,512,SSD,15,0 Reviews,0.0,899.99,BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RKL-00001,Windows11,32,1024,SSD,15,0 Reviews,0.0,"1,519.99",BestBuy
MSI,Prestige,Intel, Core i7 - PRE13EVO13050,Windows11,32,1024,SSD,13.3,0 Reviews,0.0,"1,499.99",BestBuy
Microsoft,GSRF Surface,AMD Ryzen, 5 - GSRF 7IP-00062/7IP-00135,Windows11,16,256,SSD,13.5,0 Reviews,0.0,719.99,BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RBG-00051,Windows11,16,512,SSD,13.5,0 Reviews,0.0,"1,099.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RBG-00001,Windows11,16,512,SSD,13.5,0 Reviews,0.0,"1,099.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RBG-00062,Windows11,16,512,SSD,13.5,0 Reviews,0.0,999.99,BestBuy
Microsoft,GSRF Surface,AMD Ryzen, 5 - GSRF 7IP-00026/7IP-00099,Windows11,16,256,SSD,13.5,0 Reviews,0.0,719.99,BestBuy
Microsoft,GSRF Surface,Intel, Core i7 - GSRF ABY-00001,Windows11,32,1024,SSD,14.4,0 Reviews,0.0,"1,679.99",BestBuy
Microsoft,Refurbished,Intel, Core i5 - GSRF V6F-00001,Windows11,8,256,SSD,13.5,3.2,10.0,599.99,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,M1 chip - GSRF MYDC2LL/A,Windows11,8,512,SSD,13.3,3.9,32.0,"1,099.99",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,M1 chip - GSRF MYD82LL/A,Windows11,8,256,SSD,13.3,4.4,117.0,"1,099.99",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,M2 chip - GSRF MNEH3LL/A,Windows11,8,256,SSD,13.3,4.4,8.0,999.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,M2 chip - GSRF Z18U2LL/A,Mac OS,16,512,SSD,15,0 Reviews,0.0,"1,259.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,M2 chip - GSRF Z18U0LL/A,Mac OS,16,1024,SSD,15,0 Reviews,0.0,"1,349.99",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,M1 chip - GSRF MYDC2LL/A,Windows11,8,512,SSD,13.3,3.9,32.0,"1,099.99",BestBuy
Samsung,Chromebook,Intel, Celeron  - XE350XBA-K02US,Windows11,4,64eMMC,eMMC,15.6,4.6,301.0,255.99,BestBuy
Microsoft,GSRF Surface,Intel, Core m3 - GSRF DAP-00001,Windows11,4,128,SSD,13.5,0 Reviews,0.0,529.99,BestBuy
Microsoft,GSRF Surface,Intel, Core i5 - GSRF 5AI-00047,Windows11,16,512,SSD,13.5,0 Reviews,0.0,"1,199.99",BestBuy
Microsoft,GSRF Surface,Intel, Core i5 - GSRF 5AI-00001,Windows11,16,512,SSD,13.5,0 Reviews,0.0,"1,199.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,M2 chip - TI-GSRF MQTK3LL/A,Mac OS,16,1024,SSD,15,0 Reviews,0.0,"1,484.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i7 - GSRF 13860036,Mac OS,32,512,SSD,16,0 Reviews,0.0,"1,499.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,M3 chip - TI-GSRF MRYT3LL/A,Windows11,8,512,SSD,15-inch,0 Reviews,0.0,"1,169.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - GSRF ME865LL/A,Mac OS,8,256,SDD,13.3,0 Reviews,0.0,189.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - 3PL GSRF MMGF2LL/A,Mac OS,8,128,Flash Storage,13.3,5,1.0,149.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - GSRF MD760LL/B,Mac OS,4,128,Flash Storage,13.3,5,1.0,179.99,BestBuy
Apple,No Model,Intel, Core i5 - GSRF MNYJ2LL/A,Mac OS,8,512,Flash Storage,12,5,2.0,499.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - GSRF MR9V2LL/A,Mac OS,8,512,SSD,13,4.1,15.0,379.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,M3 chip - TI-GSRF MRXN3LL/A,Mac OS,8,256,SSD,13-inch,0 Reviews,0.0,989.99,BestBuy
Apple,MacBook Pro,Intel, Core i5 - MPXU2LL/A SILVER CRB,Mac OS,8,256,SSD,13.3,3.5,4.0,349.99,BestBuy
Apple,Refurbished,Intel, Core i5 - 3PL GSRF MNQG2LL/A,Mac OS,8,512,Flash Storage,13,0 Reviews,0.0,"1,199.99",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Pro chip - GSRF MKGQ3LL/A,Windows11,16,1024,SSD,14,3,22.0,999.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i7 - GSRF MPTR2LL/A,Mac OS,16,256,Flash Storage,15,2.3,9.0,269.99,BestBuy
ASUS,ROG Flow,Intel, Core i9 - GV601VI-CS94,Windows11,32,1024,SSD,16,4.6,59.0,"2,699.99",BestBuy
Apple,Geek Squad Certified Refurbished Macbook®,Intel, Core M5 - 3PL GSRF MLH82LL/A,Mac OS,8,512,Flash Storage,12,0 Reviews,0.0,359.99,BestBuy
MSI,Raider,Intel, 14th Gen - RAIDERGE6814286,Windows11,16,512,SSD,16,4.2,5.0,"2,749.99",BestBuy
Apple,MacBook Pro,Intel, Core i5 - MPXU2LL/A SILVER CRB,Mac OS,8,256,SSD,13.3,3.5,4.0,349.99,BestBuy
Dell,Inspiron,Intel, Core i7 - i7430-7374SLV-PUS,Windows11,16,1024,SSD,14.0,4.7,1769.0,849.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - GSRF MUHR2LL/A,Mac OS,8,256,SSD,13,4.4,47.0,549.99,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Pro chip - GSRF MK183LL/A,Windows11,16,512,SSD,16,4.5,15.0,"1,029.99",BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Pro chip - GSRF MKGP3LL/A,Windows11,16,512,SSD,14,4.2,76.0,969.99,BestBuy
Dell,XPS,Intel, Evo i7 - XPS9315-7725SKY-PUS,Windows11,32,1024,SSD,13.4,4.5,270.0,313.99,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Pro chip - GSRF MKGR3LL/A,Windows11,16,512,SSD,14,4.2,76.0,989.99,BestBuy
Lenovo,Legion,Intel, Core i9 - 82Y30004US,Windows11,16,1024,SSD,16,4.6,169.0,"1,889.99",BestBuy
