Laptop_Brand,Laptop_Name,Processor_Company,Processor,Operating_System,RAM,Storage,Storage_Type,Screen_Size,Rating,Number_of_Reviews,Price,Source
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - TI-GSRF MRE82LL/A,Mac OS,8,128,SSD,13.3,0 Reviews,0.0,699.99,BestBuy
Apple,No Model,Intel, Core i5 - GSRF MNYN2LL/A,Mac OS,8,512,Flash Storage,12,5,2.0,499.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core 2 - GSRF MC118LL/A,Mac OS,4,250,HDD,15.4,0 Reviews,0.0,"1,439.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Apple,M2 Max - GSRF MPHK3LL/A,Mac OS,32,1024,SSD,14,1,1.0,"2,510.99",BestBuy
Microsoft,GSRF Surface,Intel, Core i7 - GSRF AI2-00001,Windows11,32,2048,SSD,14.4,5,1.0,"1,499.99",BestBuy
MSI,Raider,Intel, 14th Gen - RAIDERGE7814600,Windows11,16,512,SSD,17,4.2,5.0,"3,625.99",BestBuy
HP,Pavilion,Intel, Core i3 - 14-ek0013dx,Windows11,8,256,SSD,14,4.5,775.0,166.99,BestBuy
MSI,Raider,Intel, 14th Gen - RAIDERGE6814247,Windows11,32,512,SSD,16,4.7,3.0,"2,299.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF R1S-00026,Windows11,8,512,SSD,13.5,3,2.0,799.99,BestBuy
MSI,Stealth,Intel, Core i9 - STEALTH1713008,Windows11,32,2048,SSD,17.3,4.1,37.0,"2,699.99",BestBuy
Lenovo,Refurbished,Intel, Core i7 - GSRF 81JS005CUS,Windows11,12,256,SSD,15.6,5,1.0,556.99,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,M2 chip - GSRF MNEH3LL/A,Windows11,8,256,SSD,13.3,4.4,8.0,999.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - GSRF MJVP2LL/A,Mac OS,4,256,Flash Storage,11.6,0 Reviews,0.0,989.99,BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RKL-00001,Windows11,32,1024,SSD,15,0 Reviews,0.0,"1,519.99",BestBuy
HP,Refurbished,Intel, Core i5 - 840 G5,Windows11,16,512,SSD,14,4.6,9.0,418.99,BestBuy
Apple,MacBook Pro,Intel, Core i7 - MPTT2LL/A,Mac OS,16,512,SSD,15,3.5,23.0,699.99,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Apple M1 Max chip - GSRF MK1A3LL/A,Windows11,32,1024,SSD,16,1,1.0,"2,078.99",BestBuy
Lenovo,Refurbished,Intel, i5 - T480.8.256.Pro,Windows11,8,256,SSD,14,4.7,15.0,263.99,BestBuy
MSI,Prestige,Intel, Core i7 - PRE13EVO13050,Windows11,32,1024,SSD,13.3,0 Reviews,0.0,"1,499.99",BestBuy
Samsung,Chromebook,Intel, Celeron  - XE350XBA-K02US,Windows11,4,64eMMC,eMMC,15.6,4.6,301.0,255.99,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,M2 chip - GSRF Z16S4LL/A,Windows11,16,512,SSD,13.3,0 Reviews,0.0,"1,300.99",BestBuy
Dell,Latitude,Intel, Core i5 - E5470-32425,Windows11,8,256,SSD,14,4,4.0,302.29,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - TI-GSRF MQD42LL/A,Mac OS,8,256,Flash Storage,13.3,0 Reviews,0.0,239.99,BestBuy
Microsoft,GSRF Surface,AMD Ryzen, 5 - GSRF 5M8-00001/5M8-00022,Windows11,8,128,SSD,13.5,0 Reviews,0.0,445.99,BestBuy
Apple,No Model,Intel, Core i5 - GSRF MNYJ2LL/A,Mac OS,8,512,Flash Storage,12,5,2.0,499.99,BestBuy
Microsoft,Refurbished,Intel, Core i7 - GSRF 5IM-00001,Windows11,16,512,SSD,15,0 Reviews,0.0,"1,349.99",BestBuy
Lenovo,Yoga,AMD Ryzen, 7 7730U - 83B2001TUS,Windows11,16,512,SSD,13.3,4.7,259.0,700.99,BestBuy
Lenovo,Yoga,AMD Ryzen, 5 7535U - 83BS0000US,Windows11,8,512,SSD,16,4.7,1470.0,599.99,BestBuy
Samsung,Galaxy Book2 Pro,Intel, 12th Gen - NP950QED-KB1US,Windows11,16,1024,SSD,15.6,4.6,1014.0,"1,319.99",BestBuy
MSI,Modern 15,Intel, Core i7 - MOD1513885,Windows11,16,1024,SSD,15.6,0 Reviews,0.0,949.00,BestBuy
Microsoft,GSRF Surface,Intel, Core i5 - GSRF 5AI-00001,Windows11,16,512,SSD,13.5,0 Reviews,0.0,"1,199.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RBG-00026,Windows11,16,512,SSD,13.5,0 Reviews,0.0,"1,079.99",BestBuy
Microsoft,GSRF Surface,Intel, Evo Platform - GSRF RBG-00062,Windows11,16,512,SSD,13.5,0 Reviews,0.0,999.99,BestBuy
Acer,TravelMate,Intel, Core i5 - NX.VPDAA.003,Windows11,16,512,SSD,14,3,2.0,999.99,BestBuy
Apple,MacBook Pro,Apple,M2 chip - MNEP3LL/A,Mac OS,8,256,SSD,13.3,4.9,3165.0,"1,299.00",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - TI-GSRF MPXT2LL/A,Mac OS,8,256,Flash Storage,13,4.1,21.0,449.99,BestBuy
Lenovo,Refurbished,Intel, 6th Gen - T470,Windows11,16,256,SSD,14,4.2,12.0,309.99,BestBuy
Dell,Latitude 7000,Intel, Core Ultra - K6MY7,Windows11,16,512,SSD,16,0 Reviews,0.0,"1,909.99",BestBuy
Apple,MacBook Air,Intel, Core i3 - MWTJ2LL/A Gray,Mac OS,8,256,SSD,13.3,4.4,12.0,569.99,BestBuy
Lenovo,Refurbished,Intel, Evo Platform - GSRF 82BH0006US,Windows11,12,512,SSD,14,3.3,10.0,641.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,No Info,No Info - TI-GSRF MD232LL/A,Mac OS,4,256,Flash Storage,13.3,0 Reviews,0.0,"1,499.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,No Info,No Info - TI-GSRF MD224LL/A,Mac OS,4,128,Flash Storage,11.6,0 Reviews,0.0,949.99,BestBuy
Apple,Refurbished,Intel, Core i7 - 3PL GSRF MF843LL/A,Mac OS,16,512,Flash Storage,13.3,0 Reviews,0.0,"1,799.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,No Info,No Info - TI-GSRF MD212LL/A,Mac OS,8,128,Flash Storage,13.3,0 Reviews,0.0,"1,699.99",BestBuy
Apple,GSRF MacBook Pro,Intel, Core i7 - GSRF MQ002LL/A,Mac OS,16,1024,SSD,13,0 Reviews,0.0,"2,609.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - TI-GSRF MC969LL/A,Mac OS,4,128,Flash Storage,11.6,0 Reviews,0.0,"1,999.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - TI-GSRF MC965LL/A,Mac OS,4,128,Flash Storage,13.3,0 Reviews,0.0,"1,999.99",BestBuy
Apple,GSRF MacBook Pro,Intel, Core i7 - GSRF MR9T2LL/A,Mac OS,16,1024,SSD,13,0 Reviews,0.0,"2,437.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - TI-GSRF MQD42LL/A,Mac OS,8,256,Flash Storage,13.3,0 Reviews,0.0,239.99,BestBuy
Apple,GSRF MacBook Pro,Intel, Core i9 - GSRF MV952LL/A,Mac OS,32,1024,SSD,15.4,0 Reviews,0.0,"3,149.99",BestBuy
Apple,Geek Squad Certified Refurbished Macbook®,Intel, Core M3 - 3PL GSRF MLHE2LL/A,Mac OS,8,256,Flash Storage,12,0 Reviews,0.0,"1,299.00",BestBuy
Apple,Refurbished MacBook®,Intel, Core M3 - GSRF MNYF2LL/A,Mac OS,8,256,Flash Storage,12,0 Reviews,0.0,"1,299.99",BestBuy
Apple,Refurbished,Intel, Core i5 - 3PL GSRF MNQG2LL/A,Mac OS,8,512,Flash Storage,13,0 Reviews,0.0,"1,199.99",BestBuy
Apple,MacBook Pro,Intel, Core i7 - MPTT2LL/A,Mac OS,16,512,SSD,15,3.5,23.0,699.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - TI-GSRF MWP42LL/A,Mac OS,16,512,SSD,13,0 Reviews,0.0,899.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i9 - TI GSRF Z0Y0005J1,Mac OS,16,2048,SSD,16,0 Reviews,0.0,"2,799.99",BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i5 - TI-GSRF MPXV2LL/A,Mac OS,8,256,SSD,13.3,0 Reviews,0.0,449.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel, Core i5 - TI-GSRF MRE82LL/A,Mac OS,8,128,SSD,13.3,0 Reviews,0.0,699.99,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel, Core i9 - GSRF MV952LL/A,Mac OS,32,1024,SSD,15.4,0 Reviews,0.0,"4,149.99",BestBuy
ZHAOHUIXIN,PC1068,Alwinner,1.8 GHz a13,Android,2,,EMMC,10.1,4.5,1.0,119.99,Amazon
TPV,AceBook,Intel,Core i5,Windows 11 Pro,16,,SSD,15.6,4.5,13.0,309.99,Amazon
HP,Elitebook,Intel,Intel Core i7,Windows 11 Pro,32,,SSD,16.0,4.0,5.0,1079.0,Amazon
Apple,MacBook Air,Apple,Apple M3,Mac OS,8,,SSD,13.6,4.0,0.0,929.0,Amazon
Apple,MacBook Air,Apple,Apple M3,Mac OS,16,,SSD,15.3,4.0,0.0,1449.0,Amazon
HP,HP Laptop,Intel,Celeron N,Windows 11 Home,8,,SSD,14.0,4.5,905.0,246.99,Amazon
Lenovo,"Ideapad 1 15"" - 82R400EMUS",AMD,AMD Ryzen 5 5500U,Windows 11 Home,8,,SSD,15.6,4.3,485.0,399.99,Amazon
ASUS,Strix G16,Intel,Core i7,Windows 11 Home,16,,SSD,16.0,4.0,331.0,1282.76,Amazon
HP,255 G10,AMD,Ryzen 3,Windows 11 Pro,16,,SSD,15.6,4.5,50.0,449.99,Amazon
acer,Nitro V,Intel,Intel Core i5,Windows 11 Home,8,,SSD,15.6,4.3,55.0,759.54,Amazon
Lenovo,ThinkBook 16 G4+ IAP,Intel,Intel Mobile CPU,Windows 11 Pro,16,,SSD,16.0,4.5,0.0,799.0,Amazon
HP,TPN-I139_767K9AV,Intel,Core i5 Family,Windows 11 Home,32,,SSD,17.3,4.3,5.0,795.63,Amazon
Lenovo,ThinkPad,AMD,Ryzen 5,Windows 11 Pro,40,,SSD,16.0,4.3,11.0,899.0,Amazon
HP,14-dq0040nr,Intel,Celeron N4020,Windows 11 S,4,,SSD,14.0,4.4,712.0,177.89,Amazon
Apple,MacBook Pro,Apple,Apple M3,Mac OS,8,,SSD,14.2,4.0,0.0,1299.0,Amazon
HP,TPN-I139_320M3AV,Intel,Core i3 Family,Windows 11 Pro,32,,SSD,17.3,4.4,345.0,472.74,Amazon
HP,Chromebook 14a-na0226nr,Intel,Celeron,Chrome OS,4,,SSD,14.0,4.4,747.0,199.99,Amazon
Lenovo,IdeaPad 1 15IJL7,Intel,Celeron,Windows 11 Home,20,,SSD,15.6,4.3,693.0,389.0,Amazon
Apple,MacBook Air,Intel,Core i5,macOS 10.12 Sierra,8,,SSD,13.3,4.5,882.0,174.99,Amazon
acer,Laptop,AMD,Ryzen 3,Windows 11 S,8,,SSD,15.6,4.6,179.0,299.99,Amazon
Lenovo,Newest Flagship Lenovo Chromebook,MediaTek,Cortex,Chrome OS,4,,EMMC,14.0,4.5,425.0,203.98,Amazon
HP,TPN-Q222,Intel,Core i3 Family,Windows 11 Home,32,,SSD,15.6,4.5,63.0,439.97,Amazon
Dell,Dell Inspiron,Intel,Core i5,Windows 11 Pro,16,,SSD,15.6,4.4,140.0,483.99,Amazon
Apple,MacBook Air,Apple,Apple M1,Mac OS,8,,SSD,13.3,4.4,153.0,446.49,Amazon
Apple,MacBook Pro,Apple,Apple M3 Max,Mac OS,36,,SSD,16.2,4.0,0.0,2999.0,Amazon
MSI,Thin 15 B12VE-2023US,Intel,Intel Core i7,Windows 11 Home,16,,SSD,15.6,4.3,822.0,899.99,Amazon
acer,Nitro V,Intel,Intel Core i7,Windows 11 Home,16,,SSD,15.6,4.3,305.0,839.0,Amazon
HP,TPN-Q287,AMD,Ryzen 7,Windows 11 Pro,16,,SSD,15.6,4.4,21.0,575.1,Amazon
Lenovo,ThinkPad,Intel,Intel Core i5,Windows 11 Pro,40,,SSD,16.0,4.0,14.0,1269.0,Amazon
Lenovo,ThinkPad,Intel,Intel Core i5,Windows 11 Pro,40,,SSD,16.0,4.1,22.0,989.0,Amazon
ZHAOHUIXIN,PC1068,Alwinner,A13,Android,2,,EMMC,10.1,4.4,1.0,119.99,Amazon
TPV,AceBook,Intel,Core i5,Windows 11 Pro,16,,SSD,15.6,4.5,13.0,309.99,Amazon
Zuleisy,VB16,Intel,Intel Mobile CPU,Windows 11,16,,SSD,16.0,4.5,2.0,399.99,Amazon
HP,HP Newest Flagship LAPTOP,Intel,Core i3,Windows 11 Pro,40,,SSD,15.6,4.4,22.0,599.98,Amazon
Lenovo,IdeaPad 3,Intel,Celeron P4500,Chrome OS,8,,EMMC,15.6,4.6,300.0,260.0,Amazon
Lenovo,Lenovo V15 G2 ALC,AMD,Ryzen 5,Windows 11 Pro,16,,SSD,15.6,4.4,422.0,489.0,Amazon
Lenovo,V15,Intel,Celeron,Windows 11 Pro,16,,SSD,15.6,4.4,315.0,499.0,Amazon
acer,Aspire Go 15,Intel,Intel Core i3,Windows 11 S,8,,SSD,15.6,4.4,171.0,279.99,Amazon
MSI,Katana A17 AI B8VG-879US,AMD,Ryzen 9,Windows 11 Home,64,,SSD,17.3,4.0,233.0,1699.99,Amazon
HP,HP 14inch Laptop,Intel,Celeron,Windows 11,4,,SSD,14.0,4.5,996.0,152.0,Amazon
HP,HP 14inch Laptop,Intel,Celeron,Windows 11,4,,SSD,14.0,4.5,421.0,168.93,Amazon
acer,NH.QLLAA.002,AMD,AMD Ryzen 7,Windows 11 Home,16,,SSD,16.0,4.1,379.0,957.47,Amazon
acer,Predator Helios Neo 16 Gaming Laptop,Intel,Intel Core i7,Windows 11 Home,16,,SSD,16.0,4.0,960.0,1109.0,Amazon
HP,TPN-Q221,Intel,Celeron,Windows 11 Home,16,,SSD,14.0,4.5,480.0,217.99,Amazon
acer,Aspire,Intel,Core i5,Windows 11 Pro,8,,SSD,15.6,4.4,0.0,579.99,Amazon
Dell,Latitude,Intel,Intel Core i5,Windows 11 Pro,64,,SSD,15.6,4.0,10.0,1296.71,Amazon
HP,HP Essential,Intel,Pentium N5000,Windows 11 Home,8,,SSD,14.0,4.5,0.0,379.0,Amazon
acer,Swift Go 14,Intel,Intel Core i7-1355U,Windows 11 Home,16,,SSD,14.0,4.4,283.0,599.99,Amazon
ASUS,ROG Strix G16,Intel,Core i9,Windows 11 Home,16,,SSD,16.0,4.0,494.0,1871.64,Amazon
Apple,Macbook Pro,Intel,Core i5-4278U,Mac OS,8,,SSD,13.3,4.6,44.0,249.97,Amazon
Lenovo,IdeaPad,Intel,Core i3,Windows 11 Home,12,,SSD,15.6,4.5,594.0,327.98,Amazon
Apple,MacBook Air,Apple,Unknown,Mac OS,8,,SSD,13.3,4.4,968.0,472.0,Amazon
HP,Pavilion,Intel,Core i3,Windows 11,32,,SSD,15.6,4.4,43.0,599.0,Amazon
HP,HP Chromebook,Intel,Celeron N,Chrome OS,4,,EMMC,14.0,4.2,428.0,148.9,Amazon
ASUS,TUF Gaming A15,AMD,Ryzen 5,Windows 11 Home,8,,SSD,15.6,4.3,630.0,761.13,Amazon
Apple,MacBook Pro,Intel,Unknown,Mac OS 9,16,,SSD,16.0,4.4,869.0,499.0,Amazon
ASUS,ASUS 15.5 Laptop,Intel,Celeron,Windows 11 Home,4,,SSD,15.5,4.5,48.0,171.99,Amazon
acer,"Acer 15"" Laptop",Intel,Celeron N,Chrome OS,4,,EMMC,15.0,4.5,174.0,151.99,Amazon
HP,hp laptop,Intel,Intel Core i3,Windows 11 Home,16,,SSD,15.6,4.5,693.0,411.74,Amazon
HP,TPN-Q287,AMD,Ryzen 7,Windows 11 Pro,16,,SSD,15.6,4.4,21.0,575.1,Amazon
Molegar,2024 Latest Laptop Computer,Intel,Celeron N5095,Windows 11,16,,SSD,15.6,4.4,5.0,499.99,Amazon
Dell,Latitude,Intel,Intel Core i5,Windows 11 Pro,64,,SSD,15.6,4.0,6.0,1349.0,Amazon
ZHAOHUIXIN,PC1068,Alwinner,A13,Android,2,,EMMC,10.1,4.4,1.0,119.99,Amazon
TPV,AceBook,Intel,Core i5,Windows 11 Pro,16,,SSD,15.6,4.5,13.0,309.99,Amazon
Lenovo,ThinkPad,Intel,Intel Core i5,Windows 11 Pro,24,,SSD,16.0,4.0,14.0,1049.0,Amazon
Lenovo,IdeaPad 1 15IJL7,Intel,Celeron,Windows 11 Home,12,,SSD,15.6,4.5,396.0,359.0,Amazon
Lenovo,ThinkPad X1 Carbon Gen 11 Laptop PC,Intel,Core i7 Family,Windows 11 Pro,32,,SSD,14.0,4.4,25.0,1374.77,Amazon
Lenovo,Chromebook,MediaTek,Mediatek Mt8173C,Chrome OS,4,,EMMC,11.6,4.4,249.0,63.99,Amazon
MSI,Katana 15 B13VGK-2000US,Intel,Core i7,Windows 11 Home,16,,SSD,15.6,4.0,353.0,1290.68,Amazon
Lenovo,ThinkPad E16 Gen 1,AMD,AMD R Series,Windows 11 Pro,16,,SSD,16.0,4.4,23.0,617.99,Amazon
Dell,Latitude 7490,Intel,Core i7-8650U,Windows 10 Pro,16,,SSD,14.0,4.6,81.0,249.99,Amazon
Apple,MacBook Pro,Intel,Core i5,Mac OS,8,,SSD,13.0,4.5,599.0,323.27,Amazon
HP,HP,Intel,Core i3,Windows 11,16,,SSD,17.3,4.5,346.0,436.99,Amazon
Dell,Latitude,Intel,Intel Core i5,Windows 11 Pro,16,,SSD,15.6,4.3,24.0,849.0,Amazon
HP,Elitebook,Intel,Intel Core i7,Windows 11 Pro,32,,SSD,16.0,4.0,5.0,1079.0,Amazon
Zuleisy,VB16,Intel,Intel Mobile CPU,Windows 11,16,,SSD,16.0,4.5,2.0,399.99,Amazon
Lenovo,Lenovo V15-IKB,Intel,Core i7 Family,Windows 11 Pro,24,,SSD,15.6,4.3,49.0,789.0,Amazon
ASUS,Vivobook Go,AMD,Ryzen 3,Windows 11 Home,8,,SSD,15.0,4.5,199.0,249.0,Amazon
Dell,Inspiron,Intel,Core i5 Family,Windows 11,12,,SSD,15.6,4.5,355.0,414.97,Amazon
HEWLETT PACKARD,HP Probook,Intel,Intel Core i5,Windows 10 Pro,8,,SSD,11.6,4.5,5.0,144.99,Amazon
Dell,dell 3100,Intel,Celeron N4000,Chrome OS,4,,HDD,11.6,4.4,349.0,59.53,Amazon
HP,HP Flagship,Intel,Celeron N,Windows 11,16,,SSD,14.0,4.3,8.0,369.99,Amazon
Apple,MacBook Pro,Intel,Core i5,macOS 10.14 Mojave,8,,SSD,13.3,4.6,44.0,269.0,Amazon
Lenovo,IdeaPad 3 81X800ENUS,Intel,Core i3,Windows 11,20,,SSD,15.6,4.5,104.0,323.95,Amazon
Lenovo,Lenovo V15 G4 ABP,AMD,AMD Ryzen 7,Windows 11 Pro,40,,SSD,15.6,4.4,52.0,699.0,Amazon
Lenovo,V15,Intel,Celeron,Windows 11 Pro,32,,SSD,15.6,4.4,348.0,549.0,Amazon
Dell,Inspiron,Intel,Core i5 Family,Windows 11 Home,32,,SSD,15.6,4.4,405.0,501.35,Amazon
Lenovo,Lenovo Ideapad 1i,Intel,Celeron N4020,Windows 11,4,,EMMC,14.0,4.5,536.0,158.89,Amazon
Lenovo,ThinkBook 16 G4+ IAP,Intel,Intel Mobile CPU,Windows 11 Pro,32,,SSD,16.0,4.4,0.0,1069.0,Amazon
acer,Aspire,Intel,Core i5,Windows 11 Pro,8,,SSD,15.6,4.4,0.0,579.99,Amazon
Oemgenuine,ThinkPad E15 Gen 2,AMD,Ryzen 5 4500U,Windows 10 Pro,16,,SSD,15.6,4.4,2.0,829.95,Amazon
ZHAOHUIXIN,PC1068,Alwinner,A13,Android,2,,EMMC,10.1,4.4,1.0,119.99,Amazon
TPV,AceBook,Intel,Core i5,Windows 11 Pro,16,,SSD,15.6,4.5,13.0,309.99,Amazon
Zuleisy,VB16,Intel,Intel Mobile CPU,Windows 11,16,,SSD,16.0,4.5,2.0,399.99,Amazon
MSI,Raider GE76 12UE-871,Intel,Core i9,Windows 11 Home,16,,SSD,17.3,4.4,39.0,1199.99,Amazon
Apple,MacBook Pro,Intel,Core i5,"macOS Catalina (version 10,15)",16,,SSD,13.3,4.4,540.0,488.5,Amazon
Apple,MacBook Pro,Apple,Apple M1,Mac OS,8,,SSD,13.3,4.4,617.0,523.74,Amazon
Lenovo,ThinkPad E14 Gen 5,AMD,Ryzen 7,Windows 11 Pro,16,,SSD,14.0,4.4,79.0,664.0,Amazon
Apple,MKGP3LL/A,Apple,Apple M1,Mac OS,16,,SSD,14.0,4.4,616.0,999.99,Amazon
ACEMAGIC,AX16PRO,AMD,AMD Ryzen 7,Windows 11,16,,SSD,16.1,4.4,7.0,599.99,Amazon
acer,Aspire,Intel,Core i5,Windows 11 Pro,8,,SSD,15.6,4.4,0.0,579.99,Amazon
HP,TPN-Q287,AMD,Ryzen 7,Windows 11 Pro,16,,SSD,15.6,4.4,21.0,575.1,Amazon
Dell,Latitude,Intel,Intel Core i5,Windows 11 Pro,64,,SSD,15.6,4.0,10.0,1296.71,Amazon
Apple,Macbook pro,Intel,Intel Core i9,Mac OS,16,,SSD,16.0,4.4,531.0,573.99,Amazon
Dell,nspiron 15 3530,Intel,Core i7 Family,Windows 11 Pro,32,,SSD,15.6,3.8,42.0,709.99,Amazon
HP,HP Envy,Intel,Core i7,Windows 11 Home,16,,SSD,14.0,4.4,44.0,670.0,Amazon
SGIN,SGIN-M15N,Intel,Celeron,11,4,,SSD,15.6,4.5,18.0,169.98,Amazon
HP,HP 15 Laptop,Intel,Pentium,Windows 11,16,,SSD,15.6,4.5,75.0,241.5,Amazon
Dell,Dell inspiron,Intel,Core i5,Windows 11 Pro,32,,SSD,15.6,4.4,62.0,649.99,Amazon
HP,HP Notebook,Intel,Core i5,Windows 11 Home,8,,SSD,15.0,4.3,442.0,378.0,Amazon
HP,HP Stream,Intel,Celeron,Windows 11 S,16,,EMMC,14.0,4.2,928.0,309.0,Amazon
Apple,MacBook Air,Intel,Core i3,Catalina,8,,SSD,13.3,4.3,282.0,379.0,Amazon
HP,"HP 15"" Laptop",Intel,Pentium,Windows 11,8,,SSD,15.0,4.5,878.0,207.26,Amazon
HP,HP Essential,Intel,Pentium N5000,Windows 11 Home,8,,SSD,14.0,4.5,0.0,379.0,Amazon
Dell,Latitude,Intel,Intel Core i7,Windows 11 Pro,16,,SSD,15.6,4.0,38.0,1299.0,Amazon
SAIWAN,A1407N,Intel,Celeron N3350,Windows 10,6,,EMMC,14.1,4.6,0.0,149.0,Amazon
ZHAOHUIXIN,PC1068,Alwinner,A13,Android,2,,EMMC,10.1,4.4,1.0,119.99,Amazon
jumper,EZbook S5,Intel,Celeron,Windows 11,12,,SSD,14.0,4.5,12.0,409.99,Amazon
Dell,Latitude,Intel,Intel Core i5,Windows 11 Pro,16,,SSD,15.6,4.1,24.0,959.0,Amazon
acer,Acer Laptop,Intel,Celeron,Chrome OS,4,,EMMC,15.6,4.4,94.0,187.4,Amazon
HP,HP,Intel,Pentium,Windows 11,16,,SSD,14.0,4.5,22.0,369.99,Amazon
Apple,MacBook Air,Apple,Apple M2,Mac OS,8,,SSD,15.0,4.3,85.0,849.5,Amazon
HP,TPN-I140_799**AV,AMD,Ryzen 5,Windows 11 Home,32,,SSD,17.3,4.4,146.0,626.88,Amazon
Dell,Dell Latitude 7490,Intel,Core i5,Windows 10 Pro,16,,SSD,14.1,4.5,527.0,200.0,Amazon
Apple,Macbook Air,Intel,Core i5-5250U,macOS 10.12 Sierra,8,,SSD,13.3,4.4,600.0,149.99,Amazon
Lenovo,IdeaPad 3i,Intel,Intel Core i3,Windows 11 Pro,24,,SSD,15.6,3.4,14.0,799.99,Amazon
HP,laptop,Intel,Intel Pentium 4,Windows 11,16,,SSD,15.6,4.3,195.0,399.0,Amazon
HP,TPN-I139_320M3AV,Intel,Core i3 Family,Windows 11 Home,8,,SSD,17.3,4.3,180.0,360.0,Amazon
Dell,"Dell 11"" Chromebook",Intel,Celeron,Chrome OS,4,,SSD,11.0,4.4,864.0,66.99,Amazon
Dell,Latitude,Intel,Intel Core i5,Windows 10 Pro,32,,SSD,14.0,4.3,0.0,749.0,Amazon
TPV,AceBook,Intel,Core i5,Windows 11 Pro,16,,SSD,15.6,4.5,13.0,309.99,Amazon
HP,TPN-Q284_632**AV,Intel,Pentium,Windows 11 Home,16,,SSD,15.6,4.2,606.0,308.98,Amazon
ASUS,VivoBook 16,AMD,Ryzen 7,Windows 11 Home,16,,SSD,16.0,4.4,68.0,499.99,Amazon
HP,HP 14inch Chromebook,AMD,AMD A4,Chrome OS,4,,SSD,14.0,4.0,626.0,79.95,Amazon
HP,Essential,Intel,Celeron,Windows 11 S,32,,SSD,15.6,4.3,18.0,399.99,Amazon
Dell,Inspiron,Intel,Core i5,Windows 11 Pro,64,,SSD,15.6,4.4,9.0,679.0,Amazon
HP,hp eg2000,Intel,Core i7 Family,Windows 11,32,,SSD,15.6,4.5,124.0,779.99,Amazon
HP,2024 HP 17 Pavilion Laptop,Intel,Core i3,Windows 11 Pro,32,,SSD,17.3,4.4,56.0,549.0,Amazon
Lenovo,Laptop,Intel,Pentium,Windows 11 Home,16,,SSD,15.6,4.5,117.0,360.99,Amazon
Dell,Dell 11.6inch Chromebook,Intel,Celeron,Chrome OS,4,,SSD,11.6,4.5,380.0,68.0,Amazon
ASUS,2026 Flagship ASUS Vivobook 14,Intel,Core i3,Windows 11 Pro,16,,SSD,14.0,4.5,0.0,399.0,Amazon
Dell,Latitude,Intel,Intel Core i7,Windows 11 Pro,64,,SSD,14.0,1.0,1.0,729.0,Amazon
Oemgenuine,ThinkPad E15 Gen 2,AMD,Ryzen 5 4500U,Windows 10 Pro,16,,SSD,15.6,4.4,2.0,829.95,Amazon
ZHAOHUIXIN,PC1068,Alwinner,A13,Android,2,,EMMC,10.1,4.4,1.0,119.99,Amazon
HP,Elitebook,Intel,Intel Core i7,Windows 11 Pro,64,,SSD,16.0,4.4,5.0,1169.0,Amazon
TPV,AceBook,Intel,Core i5,Windows 11 Pro,16,,SSD,15.6,4.5,13.0,309.99,Amazon
HP,Chromebook 15,Intel,Pentium,Chrome OS,8,,EMMC,15.6,4.6,59.0,299.98,Amazon
HP,TPN-I139_4V788AV,Intel,Core i7 Family,Windows 11 Home,64,,SSD,17.3,4.1,364.0,919.59,Amazon
Apple,MacBook Air,Apple,Unknown,macOs Ventura,8,,SSD,13.6,4.3,460.0,769.0,Amazon
HP,ProBook 450 G10,Intel,Core i7,Windows 11 Pro,16,,SSD,15.6,4.5,4.0,769.0,Amazon
Apple,MacBook Pro,Intel,Core i5,macOS 10.12 Sierra,8,,SSD,13.3,4.3,623.0,379.0,Amazon
Lenovo,Legion 5i,Intel,Core i7,Windows 11 Home,32,,SSD,16.0,4.0,40.0,1551.5,Amazon
